,Unnamed: 0,docid,string,label,start,end,Remove
4116,4116,517,Pedro Gomez,PER,5,7,
13885,13885,1571,Pedro Gomez,PER,0,2,
10865,10865,1255,Pedro Gomez,PER,3,5,
5349,5349,752,Pedro Gomez Cristobal,PER,24,28,
13853,13853,1561,Pedro Gomez Herrera,PER,15,19,0
4550,4550,604,Pedro Gonzalez,PER,15,17,0
17212,17212,1845,Pedro Gonzalez,PER,1228,1230,0
27889,27889,3011,Pedro Gonzalez,PER,10,12,0
459,459,70,Pedro Gonzalez Ucles,PER,21,25,0
64751,64751,7773,Pedro Gonzalez,PER,15,17,0
64768,64768,7776,Pedro Gonzalez,PER,19,21,0
64761,64761,7775,Pedro Gonzalez,PER,16,18,0
64728,64728,7770,Pedro Gonzalez,PER,37,39,0
68256,68256,8213,Pedro Gonzalez,PER,35,37,0
57546,57546,6737,Pedro Gonzalez,PER,52,54,0
61804,61804,7346,Pedro Gonzalez,PER,10,12,0
44853,44853,4939,Pedro Gonzalez,PER,7,9,0
61406,61406,7279,Pedro Gonzalez,PER,14,16,0
61412,61412,7279,Pedro Gonzalez,PER,110,112,0
62028,62028,7375,Pedro Gonzalez,PER,10,12,0
17205,17205,1845,Pedro Goçales,PER,1167,1169,
43384,43384,4739,Pedro Gregorio Davila,PER,35,38,0
52944,52944,6061,Pedro Gregorio Davila,PER,34,37,0
1893,1893,245,Pedro Gregorio Alfaro,PER,270,274,0
1885,1885,245,Pedro Gregorio Alfaro,PER,36,40,0
52737,52737,6029,Pedro Guerrero,PER,31,33,0
10816,10816,1240,Pedro Guillen,PER,2,4,
52452,52452,5991,Pedro Gutierrez,PER,72,74,0
54700,54700,6325,Pedro Gomez,PER,7,9,
49402,49402,5540,Pedro Gomez,PER,22,24,
64203,64203,7694,Pedro Gomez Valenzuela,PER,6,10,0
5203,5203,720,Pedro Hernandez,PER,21,23,0
8741,8741,1124,Pedro Hernandez,PER,269,271,0
6945,6945,963,Pedro Hernandez,PER,165,167,0
14062,14062,1602,Pedro Hernandez,PER,9,11,0
413,413,59,Pedro Hernandez,PER,2466,2468,0
3759,3759,426,Pedro Hernandez Moxon,PER,6,9,0
6101,6101,879,Pedro Hernandez Romana,PER,13,16,0
6100,6100,879,Pedro Hernandez Romana,PER,7,10,0
49465,49465,5550,Pedro Herrera,PER,18,20,0
57351,57351,6709,Pedro Ignacio Valle Angulo,PER,24,29,0
68916,68916,8284,Pedro Ignacio Valle,PER,0,5,0
15492,15492,1729,Pedro Ignasio Zulueta,PER,289,293,
49572,49572,5566,Pedro Jeronimo Castilla,PER,3,7,
51484,51484,5838,Pedro Jeronimo Castilla,PER,3,7,
69180,69180,8315,Pedro Jeronimo Castilla,PER,7,11,
69217,69217,8321,Pedro Jeronimo Castilla,PER,4,8,
69207,69207,8319,Pedro Jeronimo Castillo,PER,17,21,0
49599,49599,5569,Pedro Jeronimo Castilla,PER,19,23,
69230,69230,8323,Pedro Jeronimo Castilla,PER,4,8,
13674,13674,1529,Pedro Jimenez,PER,13,15,0
56092,56092,6474,Pedro Jimenez,PER,5,7,0
61654,61654,7321,Pedro Jimenez,PER,21,23,0
69958,69958,8411,Pedro Jimenez Natera,PER,108,113,0
2339,2339,283,Pedro Jose Uceda,PER,14,18,0
47740,47740,5313,Pedro Joseph,PER,0,2,
51926,51926,5903,Pedro Joseph Doratta,PER,40,43,
65360,65360,7883,Pedro Joseph Navarro,PER,22,25,0
46367,46367,5127,Pedro Joseph Trujillo,PER,392,395,0
60656,60656,7165,Pedro Joseph Flores,PER,0,4,0
53783,53783,6178,Pedro Joseph Leon Salcedo,PER,200,205,0
67918,67918,8167,Pedro Josephe,PER,49,51,0
43090,43090,4688,Pedro Josephe Arce,PER,40,44,0
66696,66696,8042,Pedro Junquito,PER,141,143,
54931,54931,6357,Pedro Jurado,PER,0,2,0
54984,54984,6364,Pedro Jurado,PER,20,22,0
56252,56252,6506,Pedro Languazer,PER,1,3,
13841,13841,1558,Pedro Latencio,PER,28,30,
2338,2338,283,Pedro Leal,PER,11,13,0
66415,66415,8004,Pedro Leal,PER,122,124,0
8683,8683,1116,Pedro Legot,PER,3,5,
54105,54105,6244,Pedro Llorente,PER,9,11,0
54125,54125,6245,Pedro Llorente,PER,45,47,0
59351,59351,7022,Pedro Lobaton,PER,1,3,0
1259,1259,174,Pedro Lopez,PER,0,2,
4347,4347,560,Pedro Lopez,PER,7,9,
6369,6369,910,Pedro Lopez Toledo,PER,0,4,0
62949,62949,7508,Pedro Lorenzo Pinero,PER,10,13,
14818,14818,1685,Pedro Lorenzo Fuentes,PER,16,20,0
17785,17785,1882,Pedro Losano,PER,30,32,
47091,47091,5214,Pedro Lozano,PER,15,17,0
20210,20210,2222,Pedro Luis Torregrofa,PER,232,236,
49610,49610,5572,Pedro Lopez Losano,PER,7,10,
58613,58613,6876,Pedro Lopez Remalez,PER,27,30,
68668,68668,8248,Pedro Lopez Serra,PER,8,11,0
52691,52691,6022,Pedro Maceda,PER,158,160,
52692,52692,6022,Pedro Maceda,PER,174,176,
64902,64902,7794,Pedro Maguez,PER,25,27,
50548,50548,5697,Pedro Malaber,PER,8,10,
50569,50569,5700,Pedro Malber,PER,13,15,
3489,3489,377,Pedro Maldonado,PER,106,108,0
1093,1093,154,Pedro Manuel,PER,10,12,
65297,65297,7874,Pedro Manuel Caraballo,PER,11,14,0
16388,16388,1789,Pedro Marmolejo,PER,20,22,0
441,441,67,Pedro Martin,PER,0,2,
5019,5019,686,Pedro Martin,PER,13,15,
14105,14105,1615,Pedro Martin Ponce,PER,8,11,0
9135,9135,1176,Pedro Martinez Mendoza,PER,6,10,0
50052,50052,5631,Pedro Martin,PER,49,51,
55598,55598,6432,Pedro Martin,PER,51,53,
42867,42867,4655,Pedro Martin Risueño,PER,9,12,0
56751,56751,6580,Pedro Martin Vigueras,PER,0,4,
50372,50372,5674,Pedro Martinez,PER,57,59,
71239,71239,8556,Pedro Martinez Soto,PER,10,14,0
71161,71161,8552,Pedro Martinez Soto,PER,171,175,0
71232,71232,8555,Pedro Martinez Soto,PER,29,33,0
71115,71115,8551,Pedro Martinez Soto,PER,173,177,0
16752,16752,1820,Pedro Mateo Ledesma,PER,313,317,0
53559,53559,6149,Pedro Mejia,PER,3,5,0
71511,71511,8572,Pedro Mejia los Roelas,PER,466,471,0
56282,56282,6513,Pedro Melgarejo,PER,1,3,0
66365,66365,8001,Pedro Merino Herediz,PER,1,5,0
50049,50049,5631,Pedro Miguel,PER,25,27,
10863,10863,1254,Pedro Millan,PER,2,4,
58109,58109,6810,Pedro Monforte,PER,26,28,0
57857,57857,6780,Pedro Monforte,PER,67,69,0
58125,58125,6811,Pedro Monforte,PER,27,29,0
119,119,22,Pedro Montañes,PER,0,2,0
79,79,16,Pedro Montañes,PER,0,2,0
76,76,15,Pedro Montañes,PER,0,2,0
43096,43096,4689,Pedro Montero,PER,30,32,0
53733,53733,6173,Pedro Montero,PER,31,33,0
47190,47190,5230,Pedro Montero,PER,17,19,0
43042,43042,4681,Pedro Montero,PER,22,24,0
53815,53815,6184,Pedro Montero Espinosa,PER,13,17,0
50781,50781,5725,Pedro Montero Espinosa,PER,72,76,0
53792,53792,6180,Pedro Montero Espinosa,PER,0,4,0
53821,53821,6184,Pedro Montero Espinosa,PER,61,65,0
53797,53797,6181,Pedro Montero Espinosa,PER,0,4,0
15847,15847,1747,Pedro Montero espinosa,PER,31,35,0
29223,29223,3130,Pedro Moreno,PER,18,20,0
8003,8003,1051,Pedro Moreno,PER,35,37,0
6412,6412,917,Pedro Moreno,PER,51,53,0
13874,13874,1567,Pedro Moreno,PER,16,18,0
61362,61362,7272,Pedro Moreno,PER,35,37,0
55414,55414,6412,Pedro Moreno,PER,34,36,0
9035,9035,1165,Pedro Moreno,PER,83,85,0
64893,64893,7793,Pedro Moreno,PER,2,4,0
55402,55402,6411,Pedro Moreno,PER,31,33,0
50147,50147,5642,Pedro Moreno,PER,39,41,0
55482,55482,6416,Pedro Moreno,PER,500,502,0
53587,53587,6153,Pedro Morgado,PER,32,34,0
64066,64066,7671,Pedro Moran,PER,55,57,0
52583,52583,6008,Pedro Motesdaco,PER,16,18,
57336,57336,6706,Pedro Muñoz,PER,6,8,0
1391,1391,198,Pedro Muñoz,PER,26,28,0
57968,57968,6797,Pedro Muñoz,PER,15,17,0
5219,5219,724,Pedro Muñoz,PER,18,20,0
62625,62625,7456,Pedro Muñoz,PER,80,82,0
57335,57335,6706,Pedro Muñoz,PER,0,2,0
50967,50967,5749,Pedro Muñoz Zamora,PER,6,10,0
57966,57966,6797,Pedro Muñoz el mayor,PER,0,4,0
8321,8321,1074,Pedro Natera,PER,39,41,
63724,63724,7626,Pedro Navarro,PER,14,16,0
63751,63751,7630,Pedro Navarro,PER,16,18,0
20834,20834,2297,Pedro Nieto,PER,9,11,0
48994,48994,5485,Pedro Nuñez Quevedo,PER,58,62,0
69900,69900,8403,Pedro Nuñez Quevedo,PER,60,64,0
60244,60244,7096,Pedro Nuñez Villavicencio,PER,27,31,0
60490,60490,7143,Pedro Onorio Palencia,PER,87,91,0
69825,69825,8392,Pedro Ortiz,PER,37,39,0
69842,69842,8394,Pedro Ortiz,PER,35,37,0
69833,69833,8393,Pedro Ortiz,PER,35,37,0
48272,48272,5382,Pedro Ortiz Saavedra,PER,18,22,0
58171,58171,6818,Pedro Ortiz Sandoval,PER,1,5,0
65342,65342,7880,Pedro Ortiz Segura,PER,28,32,0
373,373,55,Pedro Pablo,PER,2984,2986,
68711,68711,8255,Pedro Pablo Rubio Morillo,PER,0,5,0
68716,68716,8255,Pedro Pablo Ruvio Murillo,PER,44,48,0
65122,65122,7834,Pedro Pablo Schutt,PER,0,3,
62007,62007,7372,Pedro Pablo Pereanes,PER,10,14,
49628,49628,5575,Pedro Palomino,PER,0,2,0
48887,48887,5469,Pedro Palomino Aguilar,PER,58,62,0
48826,48826,5460,Pedro Palomino Aguilar,PER,56,60,0
48818,48818,5459,Pedro Palomino Aguilar,PER,56,60,0
48792,48792,5456,Pedro Palomino Aguilar,PER,66,70,0
48863,48863,5466,Pedro Palomino Aguilar,PER,58,62,0
48850,48850,5464,Pedro Palomino Aguilar,PER,56,60,0
48922,48922,5474,Pedro Palomino Aguilar,PER,55,59,0
48879,48879,5468,Pedro Palomino Aguilar,PER,58,62,0
2157,2157,269,Pedro Panyagua,PER,3,5,
51855,51855,5884,Pedro Pereyra,PER,2,4,0
13077,13077,1483,Pedro Perez,PER,1241,1243,
16633,16633,1816,Pedro Perez,PER,212,214,
16326,16326,1777,Pedro Perez,PER,5,7,
16423,16423,1793,Pedro Perez,PER,39,41,
56595,56595,6562,Pedro Pesatierra,PER,7,9,
50282,50282,5661,Pedro Pestierra,PER,8,10,
10898,10898,1266,Pedro Portocarrero,PER,12,14,0
204,204,32,Pedro Portugues,PER,12,14,0
60120,60120,7074,Pedro Perez,PER,5,7,
65615,65615,7912,Pedro Quejada,PER,162,164,
46644,46644,5163,Pedro Raimundo Gillen,PER,60,63,
4246,4246,545,Pedro Ramirez,PER,10,12,0
10859,10859,1252,Pedro Ramirez,PER,2,4,0
28304,28304,3049,Pedro Ramirez,PER,13,15,0
51571,51571,5846,Pedro Ramirez,PER,21,23,0
54376,54376,6280,Pedro Ramirez Ayala,PER,804,808,0
27370,27370,2974,Pedro Reimundo,PER,15,17,
67411,67411,8113,Pedro Reyes,PER,37,39,
42930,42930,4668,Pedro Reymundo,PER,15,17,
67798,67798,8154,Pedro Reymundo Guillen,PER,274,277,
67841,67841,8158,Pedro Reymundo Guillen,PER,131,134,
4357,4357,563,Pedro Riquel,PER,0,2,
474,474,74,Pedro Rodriguez,PER,0,2,
5315,5315,741,Pedro Rodriguez,PER,4,6,
5785,5785,812,Pedro Rodriguez,PER,5,7,
5766,5766,808,Pedro Rodriguez,PER,25,27,
9070,9070,1167,Pedro Rodriguez Herrera,PER,274,278,0
9061,9061,1167,Pedro Rodriguez Herrera,PER,94,98,0
49947,49947,5620,Pedro Rodriguez,PER,24,26,
51743,51743,5870,Pedro Rodriguez Castilla,PER,105,108,
48719,48719,5448,Pedro Rodriguez Natera,PER,98,103,
58663,58663,6884,Pedro Rogel,PER,4,6,
58693,58693,6889,Pedro Rogel,PER,4,6,
55316,55316,6406,Pedro Roger Sanbitoret,PER,7,11,0
42686,42686,4628,Pedro Roldan,PER,49,51,0
15502,15502,1731,Pedro Roldan,PER,31,33,0
42696,42696,4630,Pedro Roldan,PER,20,22,0
42705,42705,4630,Pedro Roldan,PER,401,403,0
42688,42688,4629,Pedro Roldan,PER,2,4,0
42717,42717,4630,Pedro Roldan,PER,728,730,0
29478,29478,3146,Pedro Roldan,PER,5,7,0
29483,29483,3146,Pedro Roldan,PER,140,142,0
1685,1685,228,Pedro Roldan,PER,214,216,0
42716,42716,4630,Pedro Roldan,PER,715,717,0
15784,15784,1743,Pedro Roldan,PER,351,353,0
29491,29491,3147,Pedro Roldan,PER,18,20,0
29492,29492,3148,Pedro Roldan,PER,2,4,0
29498,29498,3149,Pedro Roldan,PER,21,23,0
2520,2520,297,Pedro Roldan,PER,0,2,0
29495,29495,3149,Pedro Roldan artifise,PER,4,7,0
16844,16844,1826,Pedro Roldan el Anziano,PER,244,248,0
1680,1680,228,Pedro Roman Melendez,PER,122,125,0
3551,3551,383,Pedro Romero,PER,669,671,0
16586,16586,1811,Pedro Romero,PER,26,28,0
3442,3442,371,Pedro Romero,PER,77,79,0
3549,3549,383,Pedro Romero,PER,644,646,0
3470,3470,372,Pedro Romero,PER,6,8,0
3456,3456,371,Pedro Romero,PER,621,623,0
62981,62981,7513,Pedro Romero,PER,13,15,0
3538,3538,383,Pedro Romero,PER,496,498,0
54050,54050,6238,Pedro Rubines,PER,15,17,
68712,68712,8255,Pedro Rubio Morillo,PER,11,14,0
50606,50606,5705,Pedro Ruiz,PER,18,20,
8298,8298,1072,Pedro Ruiz,PER,105,107,
4591,4591,615,Pedro Ruiz,PER,0,2,
50601,50601,5704,Pedro Ruiz,PER,6,8,
50542,50542,5696,Pedro Ruiz,PER,9,11,
2144,2144,268,Pedro Ruiz Pan,PER,7,10,0
2116,2116,266,Pedro Ruiz Pan y Agua,PER,7,12,0
2181,2181,271,Pedro Ruiz Paniagua,PER,11,14,0
2113,2113,265,Pedro Ruiz Paniagua,PER,15,18,0
2150,2150,268,Pedro Ruiz Panyagua,PER,109,112,
2122,2122,266,Pedro Ruiz Panyagua,PER,99,103,
26074,26074,2825,Pedro SSez falconete,PER,0,4,0
56393,56393,6528,Pedro Saens Uriano,PER,45,49,
56389,56389,6528,Pedro Saens Uriano,PER,16,20,
53807,53807,6183,Pedro Salcedo,PER,10,12,0
10989,10989,1293,Pedro Sanchez,PER,0,2,0
10920,10920,1271,Pedro Sanchez,PER,0,2,0
694,694,103,Pedro Sanchez,PER,2,4,0
5379,5379,758,Pedro Sanchez,PER,14,16,0
3789,3789,435,Pedro Sanchez,PER,5,7,0
4611,4611,620,Pedro Sanchez,PER,4,6,0
27960,27960,3015,Pedro Sanchez,PER,8,10,0
4445,4445,589,Pedro Sanchez,PER,17,19,0
26039,26039,2818,Pedro Sanchez Falconete,PER,54,57,0
26046,26046,2819,Pedro Sanchez Falconete,PER,6,9,0
26057,26057,2821,Pedro Sanchez Falconete,PER,0,3,0
26082,26082,2828,Pedro Sanchez Falconete,PER,3,6,0
26028,26028,2817,Pedro Sanchez Falconete,PER,0,3,0
26051,26051,2819,Pedro Sanchez Falconete,PER,70,73,0
26045,26045,2818,Pedro Sanchez Falconete,PER,236,239,0
3882,3882,463,Pedro Sanchez Alcala,PER,45,49,0
26067,26067,2824,Pedro Sanchez Falcanete,PER,0,4,0
26084,26084,2829,Pedro Sanchez Falconete,PER,0,4,0
26098,26098,2831,Pedro Sanchez Falconete,PER,0,4,0
3838,3838,454,Pedro Sanchez Gallaistegui,PER,5,9,0
3820,3820,446,Pedro Sanchez Ala,PER,3,7,0
43063,43063,4684,Pedro Schutt,PER,13,15,
55071,55071,6373,Pedro Schutt,PER,42,44,
65291,65291,7873,Pedro Schutt,PER,2,4,
65219,65219,7860,Pedro Schutt,PER,21,23,
65008,65008,7807,Pedro Schutt,PER,34,36,
65022,65022,7808,Pedro Schutt,PER,64,66,
65289,65289,7872,Pedro Schutt,PER,93,95,
4901,4901,672,Pedro Seco los Rios,PER,16,21,0
2805,2805,327,Pedro Serrano,PER,18,20,0
2793,2793,326,Pedro Serrano,PER,28,30,0
59295,59295,7012,Pedro Serrano Lopez,PER,43,46,0
53147,53147,6092,Pedro Serrano Castro,PER,942,946,0
47155,47155,5224,Pedro Sigato,PER,46,48,
8902,8902,1143,Pedro Sobrino,PER,0,2,0
20546,20546,2254,Pedro Suarez Vanegas,PER,1029,1032,0
56196,56196,6494,Pedro Sanchez,PER,9,11,0
55846,55846,6445,Pedro Sanchez Montano,PER,113,116,0
58449,58449,6857,Pedro Torado y Guzman,PER,86,90,
58643,58643,6881,Pedro Torrado,PER,22,24,0
54162,54162,6251,Pedro Tristan,PER,0,2,
65930,65930,7947,Pedro Trujillo,PER,72,74,0
65916,65916,7946,Pedro Trujillo,PER,0,2,0
1150,1150,160,Pedro Vaca Cabeza Vaca,PER,22,27,0
56582,56582,6560,Pedro Valenangel,PER,13,15,
67865,67865,8160,Pedro Varinelos,PER,59,61,
9138,9138,1176,Pedro VelazquezOf,PER,31,33,
59466,59466,7033,Pedro Velloso,PER,1195,1197,
59489,59489,7035,Pedro Velloso,PER,279,281,
59531,59531,7036,Pedro Velloso,PER,1929,1931,
56802,56802,6587,Pedro Zambrano,PER,0,2,0
46650,46650,5164,Pedro Ziñiga La Puente y Vesaga,PER,5,12,0
33096,33096,3501,Pedro afan rribera,PER,21,25,
33105,33105,3501,Pedro afan rribera,PER,98,102,
30174,30174,3217,Pedro angulo sarauia,PER,195,198,0
17587,17587,1867,Pedro barva,PER,865,867,
18351,18351,1933,Pedro bautista,PER,7,9,
28455,28455,3066,Pedro calderon maeftro,PER,0,3,0
29477,29477,3146,Pedro camacho,PER,0,2,0
15246,15246,1713,Pedro camacho vega,PER,121,126,0
2167,2167,269,Pedro cornexo,PER,312,314,
45639,45639,5020,Pedro Alcala,PER,36,39,
20209,20209,2222,Pedro Alcazar,PER,228,231,0
60308,60308,7109,Pedro Aldape,PER,97,100,
1863,1863,243,Pedro Alfaro,PER,42,45,0
1866,1866,243,Pedro Alfaro,PER,137,140,0
43508,43508,4759,Pedro Alfaro,PER,57,60,0
65596,65596,7910,Pedro Alicante,PER,0,3,
21740,21740,2337,Pedro Almonacir,PER,303,306,
6689,6689,944,Pedro Andino,PER,3,6,0
69914,69914,8405,Pedro Angulo,PER,25,28,0
19544,19544,2160,Pedro Areno,PER,3,6,
44163,44163,4833,Pedro Arteaga,PER,708,711,0
44272,44272,4836,Pedro Arteaga,PER,6,9,0
44150,44150,4833,Pedro Arteaga,PER,288,291,0
43844,43844,4807,Pedro Arteaga,PER,589,592,0
21649,21649,2333,Pedro Avila Escribano,PER,2524,2528,0
21646,21646,2333,Pedro Avila Escribanos,PER,2488,2492,0
13190,13190,1490,Pedro Ayala,PER,8,11,0
45857,45857,5055,Pedro Ayala,PER,26,29,0
44902,44902,4945,Pedro Ayala,PER,32,35,0
13306,13306,1498,Pedro Ayala,PER,6,9,0
13238,13238,1494,Pedro Ayala,PER,12,15,0
44922,44922,4948,Pedro Ayala,PER,18,21,0
7170,7170,987,Pedro Bonilla,PER,132,135,0
45517,45517,5008,Pedro Borja Machado,PER,122,126,0
45659,45659,5023,Pedro Buendia,PER,25,28,0
15651,15651,1740,Pedro Cabrera,PER,511,514,0
1502,1502,208,Pedro Campania,PER,43,46,
934,934,132,Pedro Campaña,PER,3,6,
45918,45918,5067,Pedro Campolargo,PER,32,35,
135,135,24,Pedro Campos,PER,16,19,0
4800,4800,658,Pedro Campos,PER,0,3,0
20859,20859,2305,Pedro Camprovin,PER,3,6,
27897,27897,3012,Pedro Cardenas Sotes,PER,64,68,0
13768,13768,1542,Pedro Cardona,PER,13,16,0
12432,12432,1431,Pedro Carranza,PER,1095,1098,0
17163,17163,1845,Pedro Carrança,PER,673,676,
51558,51558,5844,Pedro Castellanos,PER,107,110,0
46079,46079,5090,Pedro Castillo,PER,71,74,0
46066,46066,5089,Pedro Castillo y Herrera,PER,72,77,0
71496,71496,8572,Pedro Castro,PER,81,84,0
16469,16469,1797,Pedro Castro,PER,509,512,0
70798,70798,8506,Pedro Castro,PER,794,797,0
2114,2114,265,Pedro Castro,PER,38,41,0
20462,20462,2247,Pedro Cespedes y Figueroa,PER,31,36,0
58515,58515,6867,Pedro Chaves,PER,44,47,0
5537,5537,780,Pedro Cobarrubias y Guevara,PER,23,28,0
46370,46370,5127,Pedro Conique,PER,415,418,
10831,10831,1243,Pedro Cordoba,PER,0,3,0
19574,19574,2167,Pedro Cordoba,PER,9,12,0
10888,10888,1263,Pedro Cordoba,PER,6,9,0
66701,66701,8043,Pedro Criba,PER,36,39,
68870,68870,8277,Pedro Cristo,PER,14,17,
66112,66112,7972,Pedro Caceres,PER,33,36,0
19928,19928,2192,Pedro Deza,PER,43,46,0
58754,58754,6899,Pedro Echave,PER,61,64,0
58777,58777,6900,Pedro Echave,PER,86,89,0
58767,58767,6899,Pedro Echave,PER,182,185,0
10953,10953,1283,Pedro Escobar,PER,0,3,0
1880,1880,244,Pedro Escobar,PER,367,370,0
20555,20555,2254,Pedro Escobar Melgarejo,PER,1296,1300,0
57098,57098,6658,Pedro Espinal,PER,16,19,0
57067,57067,6649,Pedro Espinal,PER,0,3,0
57087,57087,6657,Pedro Espinal,PER,0,3,0
57,57,10,Pedro Espinosa,PER,15,18,0
43254,43254,4724,Pedro Espinosa los Monteros,PER,1,7,0
20532,20532,2254,Pedro Esquibel,PER,566,569,
20522,20522,2254,Pedro Esquivel,PER,312,315,0
26062,26062,2823,Pedro Falconete,PER,0,3,0
64570,64570,7743,Pedro Figueroa,PER,10,13,0
14152,14152,1624,Pedro Frias,PER,17,20,0
1506,1506,210,Pedro Frias,PER,2,5,0
7586,7586,1020,Pedro Fuentes,PER,26,29,0
53262,53262,6107,Pedro Funes,PER,26,29,0
59429,59429,7033,Pedro Galbes,PER,464,467,
59447,59447,7033,Pedro Galbes,PER,860,863,
70164,70164,8437,Pedro Galbes,PER,39,42,
65807,65807,7929,Pedro Galena,PER,41,44,
57041,57041,6643,Pedro Galves,PER,89,92,
71242,71242,8556,Pedro Grada,PER,44,47,
46655,46655,5166,Pedro Grada,PER,1,4,
62201,62201,7404,Pedro Guelba,PER,16,19,
70889,70889,8517,Pedro Guisante,PER,12,15,
21291,21291,2327,Pedro Guzman,PER,33,36,
21297,21297,2327,Pedro Guzman,PER,132,135,
21351,21351,2327,Pedro Guzman,PER,2282,2285,
21386,21386,2329,Pedro Guzman,PER,7,10,
21299,21299,2327,Pedro Guzman,PER,192,195,
62506,62506,7443,Pedro Guzman,PER,0,3,
64696,64696,7765,Pedro Guzman,PER,0,3,
37784,37784,3985,Pedro Heredia,PER,7,10,0
46207,46207,5106,Pedro Herrera,PER,38,41,0
49445,49445,5546,Pedro Herrera,PER,24,27,0
46202,46202,5106,Pedro Herrera,PER,10,13,0
49546,49546,5561,Pedro Herrera,PER,16,19,0
49553,49553,5563,Pedro Herrera,PER,14,17,0
49450,49450,5547,Pedro Herrera,PER,17,20,0
49437,49437,5545,Pedro Herrera,PER,18,21,0
49524,49524,5557,Pedro Herrera,PER,13,16,0
4350,4350,561,Pedro Higales,PER,4,7,
4351,4351,561,Pedro Higales,PER,12,15,
44058,44058,4820,Pedro Hondarca,PER,14,17,
279,279,47,Pedro Hornedo,PER,31,34,
13730,13730,1534,Pedro Ibarra,PER,6,9,0
58419,58419,6855,Pedro Ipenarieta,PER,91,94,
58430,58430,6856,Pedro Ipenarieta,PER,35,38,
49540,49540,5560,Pedro Jara,PER,0,3,0
4114,4114,516,Pedro Jerez,PER,29,32,0
52247,52247,5973,Pedro Juli,PER,6,9,
54009,54009,6232,Pedro Landa,PER,1,4,0
71467,71467,8570,Pedro Lara,PER,480,483,0
1052,1052,148,Pedro Laxas,PER,7,10,
47216,47216,5235,Pedro Leon,PER,19,22,
46242,46242,5111,Pedro Leon,PER,63,66,
57035,57035,6643,Pedro Leon,PER,26,29,
47407,47407,5265,Pedro Leon,PER,40,43,
53311,53311,6115,Pedro Leon,PER,48,51,
53298,53298,6113,Pedro Leon,PER,50,53,
43834,43834,4807,Pedro Leon,PER,397,400,
55858,55858,6445,Pedro Luque,PER,244,247,0
52195,52195,5965,Pedro Legala,PER,5,8,
52731,52731,6028,Pedro Maceda,PER,109,112,
52693,52693,6022,Pedro Maceda,PER,215,218,
50527,50527,5693,Pedro Malaber,PER,11,14,
71120,71120,8551,Pedro Martinez Soto,PER,352,357,0
71123,71123,8551,Pedro Martinez Soto,PER,396,401,0
52785,52785,6032,Pedro Masada,PER,325,328,
52800,52800,6032,Pedro Maseda,PER,581,584,
52799,52799,6032,Pedro Maseda,PER,524,527,
52807,52807,6032,Pedro Maseda,PER,861,864,
52774,52774,6032,Pedro Maseda,PER,113,116,
52781,52781,6032,Pedro Maseda,PER,253,256,
52810,52810,6032,Pedro Maseda,PER,936,939,
52803,52803,6032,Pedro Maseda,PER,725,728,
52794,52794,6032,Pedro Maseda,PER,418,421,
5555,5555,783,Pedro Medina,PER,7,10,0
44929,44929,4949,Pedro Medina,PER,30,33,0
56994,56994,6629,Pedro Medina Valbuena,PER,19,23,0
47614,47614,5293,Pedro Medina Valbuena,PER,19,23,0
5577,5577,783,Pedro Medina y Balbuena,PER,268,273,0
57044,57044,6643,Pedro Medina y Balbuena,PER,102,107,0
28506,28506,3070,Pedro Mena,PER,38,41,0
47377,47377,5260,Pedro Mendoza,PER,41,44,0
47368,47368,5259,Pedro Mendoza,PER,0,3,0
10871,10871,1257,Pedro Mesa,PER,0,3,0
4456,4456,591,Pedro Mesa,PER,2,5,0
40481,40481,4311,Pedro Minjares,PER,273,276,0
23846,23846,2572,Pedro Miranda Leal,PER,14,18,0
6149,6149,889,Pedro Molina,PER,0,3,0
30077,30077,3211,Pedro Montefinos,PER,198,201,
30089,30089,3211,Pedro Montesinos,PER,772,775,0
17559,17559,1867,Pedro Mora,PER,433,436,0
27463,27463,2978,Pedro Mora,PER,711,714,0
17577,17577,1867,Pedro Mora,PER,691,694,0
17277,17277,1849,Pedro Mora,PER,1363,1366,0
27489,27489,2978,Pedro Mora,PER,2315,2318,0
27495,27495,2978,Pedro Mora,PER,2372,2375,0
18456,18456,1939,Pedro Mora,PER,85,88,0
27496,27496,2978,Pedro Mora,PER,2406,2409,0
27424,27424,2978,Pedro Mora,PER,0,3,0
47124,47124,5219,Pedro Morales,PER,11,14,0
67623,67623,8135,Pedro Morales,PER,60,63,0
5908,5908,842,Pedro Morales,PER,51,54,0
56273,56273,6512,Pedro Nazera,PER,23,26,
17148,17148,1845,Pedro Noguera,PER,276,279,0
15284,15284,1715,Pedro Noguera,PER,561,564,0
12433,12433,1431,Pedro Ocampo,PER,1103,1106,0
3713,3713,413,Pedro Ocaña,PER,14,17,0
5128,5128,708,Pedro Ochoa,PER,12,15,0
45849,45849,5054,Pedro Ochoa,PER,38,41,0
5127,5127,708,Pedro Ochoa,PER,6,9,0
8322,8322,1075,Pedro Olivares,PER,2,5,0
56417,56417,6531,Pedro Oreutia y Vergara,PER,24,29,0
56429,56429,6532,Pedro Oreutia y Vergara,PER,24,29,0
16717,16717,1817,Pedro Ortega,PER,48,51,
31095,31095,3308,Pedro Ortega,PER,208,211,
5414,5414,768,Pedro Ortega,PER,44,47,
56440,56440,6533,Pedro Oviedo,PER,0,3,0
1030,1030,144,Pedro Palomares,PER,3,6,0
