,Unnamed: 0,docid,string,label,start,end,Remove
61977,61977,7368,ALONSO PEREZ,PER,48,50,0
61968,61968,7367,ALONSO PEREZ,PER,0,2,0
56100,56100,6475,ALONSO PEREZ,PER,27,29,0
61965,61965,7366,ALONSO PEREZ,PER,35,37,0
61952,61952,7365,ALONSO PEREZ,PER,0,2,0
61947,61947,7364,ALONSO PEREZ,PER,0,2,0
61944,61944,7363,ALONSO PEREZ,PER,5,7,0
61937,61937,7362,ALONSO PEREZ,PER,0,2,0
61932,61932,7361,ALONSO PEREZ,PER,0,2,0
61916,61916,7359,ALONSO PEREZ,PER,0,2,0
61978,61978,7368,ALONSO PEREZ,PER,57,59,0
61901,61901,7357,ALONSO PEREZ,PER,0,2,0
61986,61986,7370,ALONSO PEREZ,PER,0,2,0
62066,62066,7381,ALONSO PEREZ,PER,0,2,0
61856,61856,7354,ALONSO PEREZ,PER,40,42,0
61846,61846,7353,ALONSO PEREZ,PER,0,2,0
62062,62062,7380,ALONSO PEREZ,PER,0,2,0
62103,62103,7387,ALONSO PEREZ,PER,15,17,0
61868,61868,7354,ALONSO PEREZ,PER,140,142,0
61875,61875,7355,ALONSO PEREZ,PER,21,23,0
62093,62093,7386,ALONSO PEREZ,PER,0,2,0
62089,62089,7385,ALONSO PEREZ,PER,0,2,0
62114,62114,7389,ALONSO PEREZ,PER,0,2,0
61844,61844,7352,ALONSO PEREZ,PER,29,31,0
71520,71520,8572,ALONSO PEREZ,PER,674,676,0
62129,62129,7391,ALONSO PEREZ,PER,10,12,0
61836,61836,7351,ALONSO PEREZ,PER,0,2,0
61892,61892,7356,ALONSO PEREZ,PER,0,2,0
62082,62082,7383,ALONSO PEREZ,PER,29,31,0
62136,62136,7392,ALONSO PEREZ,PER,9,11,0
62072,62072,7382,ALONSO PEREZ,PER,0,2,0
62087,62087,7384,ALONSO PEREZ,PER,15,17,0
62106,62106,7388,ALONSO PEREZ,PER,0,2,0
62556,62556,7449,ALONSO PEREZ DE ERRERA,PER,0,4,0
51536,51536,5843,ALONSO PEREZ DE GUZMAN,PER,7,11,0
51544,51544,5843,ALONSO PEREZ DE GUZMAN,PER,159,163,0
62558,62558,7450,ALONSO PEREZ DE HERRERA,PER,7,11,0
62662,62662,7460,ALONSO PEREZ DE HERRERA,PER,7,11,0
62654,62654,7459,ALONSO PEREZ DE HERRERA,PER,0,4,0
62646,62646,7458,ALONSO PEREZ DE HERRERA,PER,105,109,0
62627,62627,7457,ALONSO PEREZ DE HERRERA,PER,0,4,0
62617,62617,7456,ALONSO PEREZ DE HERRERA,PER,3,7,0
62677,62677,7463,ALONSO PEREZ DE HERRERA,PER,24,28,0
50291,50291,5663,ALONSO PEREZ DE HERRERA,PER,0,4,0
56105,56105,6475,ALONSO PEREZ DE HERRERA,PER,54,58,0
62668,62668,7461,ALONSO PEREZ DE HERRERA,PER,13,17,0
62676,62676,7463,ALONSO PEREZ DE HERRERA,PER,8,12,0
62685,62685,7464,ALONSO PEREZ DE HERRERA,PER,8,12,0
62608,62608,7454,ALONSO PEREZ DE HERRERA,PER,0,4,0
62706,62706,7466,ALONSO PEREZ DE HERRERA,PER,8,12,0
62574,62574,7452,ALONSO PEREZ DE HERRERA,PER,11,15,0
62585,62585,7453,ALONSO PEREZ DE HERRERA,PER,7,11,0
62707,62707,7466,ALONSO PEREZ DE HERRERA,PER,23,27,0
62566,62566,7451,ALONSO PEREZ DE HERRERA,PER,0,4,0
62729,62729,7469,ALONSO PEREZ MORILLO,PER,0,3,0
62361,62361,7423,ALONSO PEREZ MORILLO,PER,45,48,0
61395,61395,7277,ALONSO Perez,PER,0,2,0
64159,64159,7687,ALONSO RODRIGUEZ CORDERO,PER,14,17,0
64930,64930,7796,ALONSO SANCHEZ,PER,89,91,0
64897,64897,7794,ALONSO SANCHEZ,PER,0,2,0
64915,64915,7795,ALONSO SANCHEZ,PER,17,19,0
64937,64937,7797,ALONSO SANCHEZ,PER,33,35,0
64947,64947,7798,ALONSO SANCHEZ,PER,27,29,0
65030,65030,7808,ALONSO ZAMORA,PER,133,135,0
69475,69475,8355,ALONSO ZAMORA,PER,0,2,0
71296,71296,8561,ALONSO ZAMORA,PER,116,118,0
69608,69608,8367,ALONSO ZAMORA,PER,7,9,0
69597,69597,8365,ALONSO ZAMORA DE TORO,PER,28,32,0
69643,69643,8371,ALONSO ZAMORATORO,PER,7,9,0
69418,69418,8351,ALONSO ZAMORATORO,PER,0,2,0
69532,69532,8360,ALONSO ZAMORATORO,PER,153,155,0
69430,69430,8353,ALONSO ZAMORATORO,PER,6,8,0
59943,59943,7043,ANDRES CANCINO,PER,37,39,0
47596,47596,5292,ANDRES CANCINO,PER,0,2,0
59938,59938,7043,ANDRES CANCINO,PER,0,2,0
66943,66943,8070,ANDRES CANCINO,PER,224,226,0
66959,66959,8070,ANDRES CANCINO,PER,394,396,0
66936,66936,8070,ANDRES CANCINO,PER,136,138,0
50413,50413,5680,ANDRES CANCINO,PER,14,16,0
59992,59992,7051,ANDRES CANSINO,PER,33,35,0
46653,46653,5165,ANDRES CHAMORRO,PER,0,2,0
46635,46635,5162,ANDRES CHAMORRO,PER,13,15,0
46646,46646,5163,ANDRES CHAMORRO,PER,69,71,0
46624,46624,5160,ANDRES CHAMORRO,PER,31,33,0
46580,46580,5154,ANDRES CHAMORRO,PER,8,10,0
46657,46657,5166,ANDRES CHAMORRO,PER,22,24,0
46663,46663,5167,ANDRES CHAMORRO,PER,1,3,0
46628,46628,5161,ANDRES CHAMORRO,PER,12,14,0
46618,46618,5159,ANDRES CHAMORRO,PER,42,44,0
46608,46608,5158,ANDRES CHAMORRO,PER,44,46,0
46599,46599,5157,ANDRES CHAMORRO,PER,9,11,0
46596,46596,5156,ANDRES CHAMORRO,PER,25,27,0
46591,46591,5155,ANDRES CHAMORRO,PER,31,33,0
46753,46753,5178,ANDRES CHAMORRO,PER,14,16,0
46567,46567,5153,ANDRES CHAMORRO DE VALENCIA,PER,6,10,0
52634,52634,6015,ANDRES DE CHAMORRO,PER,9,12,0
52641,52641,6016,ANDRES DE CHAMORRO,PER,10,13,0
46649,46649,5164,ANDRES DE CHAMORRO,PER,0,3,0
49301,49301,5525,ANDRES FRANCO,PER,67,69,0
50331,50331,5670,ANDRES FRANCO,PER,0,2,0
50330,50330,5669,ANDRES FRANCO,PER,0,2,0
50328,50328,5668,ANDRES FRANCO,PER,0,2,0
50344,50344,5671,ANDRES FRANCO,PER,36,38,0
50339,50339,5671,ANDRES FRANCO,PER,0,2,0
58223,58223,6827,ANDRES FRANCO,PER,36,38,0
50325,50325,5667,ANDRES FRANCO,PER,0,2,0
69076,69076,8299,ANDRES GARCIA,PER,37,39,0
69063,69063,8297,ANDRES GARCIA,PER,19,21,0
59305,59305,7013,ANDRES GARCIA,PER,51,53,0
58006,58006,6802,ANDRES GARCIA,PER,0,2,0
62363,62363,7423,ANDRES LEONARDO PEREZ,PER,53,56,0
64466,64466,7724,ANDRES MONTERO,PER,15,17,0
60262,60262,7104,ANDRES MONTERO,PER,10,12,0
47694,47694,5304,ANDRES MONTERO,PER,24,26,0
47929,47929,5335,ANDRES MONTERO,PER,95,97,0
47765,47765,5315,ANDRES MONTERO,PER,58,60,0
47717,47717,5310,ANDRES MONTERO,PER,0,2,0
67123,67123,8090,ANDRES MONTERO,PER,64,66,0
48184,48184,5366,ANDRES MONTERO,PER,53,55,0
67150,67150,8091,ANDRES MONTERO,PER,62,64,0
67119,67119,8090,ANDRES MONTERO,PER,31,33,0
47823,47823,5321,ANDRES MONTERO,PER,539,541,0
47911,47911,5334,ANDRES MONTERO DE ESPINOSA,PER,0,4,0
62353,62353,7423,ANDRES PEREZ,PER,4,6,0
62358,62358,7423,ANDRES PEREZ MORILLO,PER,24,27,0
71257,71257,8559,ANGELO NARDI,PER,16,18,0
71265,71265,8559,ANGELO NARDI,PER,149,151,0
65708,65708,7923,ANTONIO --,PER,75,77,0
43250,43250,4723,ANTONIO DE ARIAS,PER,6,9,0
53483,53483,6139,ANTONIO DE LEJALDE,PER,8,11,0
46216,46216,5108,ANTONIO DE LEJALDE,PER,8,11,0
53480,53480,6138,ANTONIO DE LEJALDE,PER,0,3,0
53443,53443,6136,ANTONIO DE LEJALDE,PER,89,92,0
53441,53441,6136,ANTONIO DE LEJALDE,PER,65,68,0
53428,53428,6135,ANTONIO DE LEJALDE,PER,33,36,0
60961,60961,7217,ANTONIO DE PEREA,PER,1,4,0
63552,63552,7594,ANTONIO DE RIBERA,PER,5,8,0
53270,53270,6108,ANTONIO DE SARSOSA,PER,0,3,0
68532,68532,8230,ANTONIO DE VALDIVIESO,PER,41,44,0
68536,68536,8231,ANTONIO DE VALDIVIESO,PER,23,26,0
68540,68540,8232,ANTONIO DE VALDIVIESO,PER,5,8,0
68513,68513,8227,ANTONIO DE VALDIVIESO,PER,34,37,0
68519,68519,8228,ANTONIO DE VALDIVIESO,PER,29,32,0
68549,68549,8233,ANTONIO DE VALDIVIESO,PER,20,23,0
68525,68525,8229,ANTONIO DE VALDIVIESO,PER,25,28,0
68529,68529,8230,ANTONIO DE VALDIVIESO,PER,7,10,0
70535,70535,8499,ANTONIO DE ZARATE,PER,356,359,0
53237,53237,6103,ANTONIO DE ZARZOSA,PER,0,3,0
53304,53304,6114,ANTONIO DE ZARZOSA,PER,1,4,0
53247,53247,6105,ANTONIO DE ZARZOSA,PER,0,3,0
53242,53242,6104,ANTONIO DE ZARZOSA,PER,44,47,0
53236,53236,6102,ANTONIO DE ZARZOSA,PER,0,3,0
53235,53235,6101,ANTONIO DE ZARZOSA,PER,0,3,0
53328,53328,6118,ANTONIO DE ZARZOSA,PER,1,4,0
48403,48403,5400,ANTONIO FAJARDO,PER,11,13,0
49052,49052,5495,ANTONIO FAJARDO,PER,16,18,0
49045,49045,5494,ANTONIO FAJARDO,PER,20,22,0
49032,49032,5491,ANTONIO FAJARDO,PER,29,31,0
48417,48417,5402,ANTONIO FAJARDO,PER,13,15,0
48983,48983,5483,ANTONIO FAJARDO,PER,33,35,0
48412,48412,5401,ANTONIO FAJARDO,PER,28,30,0
48972,48972,5481,ANTONIO FAJARDO,PER,40,42,0
53444,53444,6137,ANTONIO FRANCISCO DE LEJALDE,PER,15,19,0
50845,50845,5733,ANTONIO GALLARDO,PER,15,17,0
50799,50799,5726,ANTONIO GALLARDO,PER,204,206,0
50884,50884,5738,ANTONIO GALLARDO,PER,15,17,0
50803,50803,5727,ANTONIO GALLARDO,PER,12,14,0
50895,50895,5739,ANTONIO GALLARDO,PER,21,23,0
50817,50817,5728,ANTONIO GALLARDO,PER,0,2,0
50825,50825,5729,ANTONIO GALLARDO,PER,0,2,0
50874,50874,5736,ANTONIO GALLARDO,PER,2,4,0
50878,50878,5737,ANTONIO GALLARDO,PER,0,2,0
50773,50773,5725,ANTONIO GALLARDO,PER,0,2,0
50868,50868,5735,ANTONIO GALLARDO,PER,0,2,0
50835,50835,5731,ANTONIO GALLARDO,PER,0,2,0
50852,50852,5734,ANTONIO GALLARDO,PER,2,4,0
50837,50837,5732,ANTONIO GALLARDO,PER,2,4,0
50831,50831,5730,ANTONIO GALLARDO,PER,0,2,0
50808,50808,5727,ANTONIO GALLARDO,PER,88,90,0
50897,50897,5740,ANTONIO GALLARDO,PER,3,5,0
50770,50770,5724,ANTONIO GALLARDO,PER,115,117,0
50756,50756,5723,ANTONIO GALLARDO,PER,29,31,0
50749,50749,5722,ANTONIO GALLARDO,PER,27,29,0
50742,50742,5721,ANTONIO GALLARDO,PER,15,17,0
50731,50731,5719,ANTONIO GALLARDO,PER,74,76,0
50736,50736,5720,ANTONIO GALLARDO,PER,46,48,0
57750,57750,6765,ANTONIO GALLARDO DE LA BARRERA,PER,47,52,0
60053,60053,7068,ANTONIO GONZALEZ,PER,88,90,0
52877,52877,6051,ANTONIO HIDALGO,PER,29,31,0
52859,52859,6045,ANTONIO HIDALGO,PER,0,2,0
52861,52861,6046,ANTONIO HIDALGO,PER,0,2,0
52863,52863,6047,ANTONIO HIDALGO,PER,0,2,0
52864,52864,6048,ANTONIO HIDALGO,PER,0,2,0
64315,64315,7710,ANTONIO HIDALGO,PER,62,64,0
52867,52867,6049,ANTONIO HIDALGO,PER,0,2,0
52871,52871,6050,ANTONIO HIDALGO,PER,28,30,0
44606,44606,4906,ANTONIO HIDALGO,PER,242,244,0
53354,53354,6123,ANTONIO JIMENEZ DE SARACOSA,PER,9,13,0
65937,65937,7948,ANTONIO JIMENEZ DE ZARAZOSA,PER,29,33,0
53340,53340,6120,ANTONIO JIMENEZ DE ZARZOSA,PER,21,25,0
53249,53249,6106,ANTONIO JIMENEZ SARSOSA,PER,7,10,0
47325,47325,5251,ANTONIO JIMENEZ SARSOSA,PER,54,57,0
53284,53284,6111,ANTONIO JIMENEZ SARSOSA,PER,30,33,0
53275,53275,6110,ANTONIO JIMENEZ SARSOSA,PER,1,4,0
53308,53308,6115,ANTONIO JIMENEZ SARSOSA,PER,16,19,0
53348,53348,6122,ANTONIO JIMENEZ SARSOSSA,PER,8,11,0
53294,53294,6113,ANTONIO JIMENEZ ZARCOSA,PER,16,19,0
53331,53331,6119,ANTONIO JIMENEZ ZARZOSA,PER,5,8,0
53259,53259,6107,ANTONIO JIMENEZ ZARZOSA,PER,3,6,0
53315,53315,6116,ANTONIO JIMENEZ ZARZOSA,PER,1,4,0
50622,50622,5707,ANTONIO LOPEZ,PER,84,86,0
71530,71530,8572,ANTONIO MENESES SALOSSO,PER,718,721,0
64321,64321,7710,ANTONIO MARQUEZ,PER,87,89,0
62411,62411,7426,ANTONIO PEREZ,PER,7,9,0
62418,62418,7427,ANTONIO PEREZ,PER,6,8,0
62425,62425,7428,ANTONIO PEREZ,PER,0,2,0
61386,61386,7276,ANTONIO PEREZ,PER,7,9,0
62435,62435,7430,ANTONIO PEREZ,PER,21,23,0
62441,62441,7431,ANTONIO PEREZ,PER,13,15,0
62446,62446,7432,ANTONIO PEREZ,PER,6,8,0
62451,62451,7433,ANTONIO PEREZ,PER,6,8,0
61050,61050,7229,ANTONIO PEREZ,PER,44,46,0
62456,62456,7434,ANTONIO PEREZ,PER,0,2,0
62459,62459,7435,ANTONIO PEREZ,PER,0,2,0
62428,62428,7429,ANTONIO PEREZ,PER,18,20,0
60651,60651,7164,ANTONIO PEREZ,PER,0,2,0
62404,62404,7425,ANTONIO PEREZ,PER,7,9,0
62216,62216,7406,ANTONIO PEREZ,PER,47,49,0
62366,62366,7424,ANTONIO PEREZ,PER,28,30,0
51877,51877,5887,ANTONIO RODRIQUEZ BEJARANO,PER,30,33,0
64384,64384,7713,ANTONIO ROSA,PER,0,2,0
56527,56527,6555,ANTONIO RUIZ,PER,0,2,0
64387,64387,7714,ANTONIO RUIZ,PER,0,2,0
64390,64390,7715,ANTONIO RUIZ,PER,0,2,0
53345,53345,6121,ANTONIO SARZOSA,PER,45,47,0
70827,70827,8510,ANTONIO SUERO,PER,23,25,0
68504,68504,8226,ANTONIO VALDIVIESO,PER,0,2,0
53325,53325,6117,ANTONIO XIMENEZ SARSOSA,PER,29,32,0
53290,53290,6112,ANTONIO XIMENEZ SARSOSA,PER,32,35,0
53273,53273,6109,ANTONIO ZARCOSA,PER,9,11,0
59184,59184,6992,Abraham,PER,113,114,
58996,58996,6946,Abraham Pedro,PER,15,17,
20396,20396,2241,Acenfio Maeda,PER,0,3,
20407,20407,2241,Acenfio Maeda,PER,208,211,
41461,41461,4459,Acensio Maeda,PER,104,107,
27100,27100,2941,Acensio Maeda,PER,64,67,
23819,23819,2569,Acensio Maeda,PER,13,16,
22259,22259,2388,Acisclos Burgueño,PER,0,2,
36659,36659,3838,Adan,PER,1,2,
1597,1597,220,Ademas,PER,181,182,
67114,67114,8089,Adriaen Jacome,PER,71,73,
5345,5345,751,Adrian Escaraban,PER,28,30,
1501,1501,208,Adrian Flamenco,PER,38,40,
44476,44476,4891,Adrian Francisco Espinola,PER,62,66,0
996,996,138,Adrian Hernandez,PER,2,4,0
15468,15468,1728,Adrian ossu,PER,27,30,
15472,15472,1728,Adrian ossu,PER,151,154,
56893,56893,6608,Adrian Jacome,PER,42,44,
71476,71476,8570,Adrian Lopez,PER,537,539,
55786,55786,6444,Adrian Clossa,PER,788,791,
49827,49827,5610,Adrian Escaraban,PER,35,38,
45921,45921,5067,Adrian Villens,PER,60,63,
4864,4864,667,Agnus Dei madera,PER,168,172,
69465,69465,8353,Agnus cera,PER,720,723,
17319,17319,1851,Agustin Tamariz,PER,319,321,0
32010,32010,3400,Agustin Colmenares,PER,301,304,0
34060,34060,3590,Agustin Colmenares,PER,26,29,0
152,152,24,Agustin Palma,PER,88,91,0
2407,2407,289,Agustin Uriarte,PER,28,31,0
2319,2319,281,Agustin Peña,PER,146,150,0
13469,13469,1514,Agustin Castillo,PER,398,401,0
50726,50726,5719,Agustina Caballero,PER,29,31,0
71029,71029,8541,Agustina Florencia,PER,6,8,0
49198,49198,5509,Agustina Ignacia Zavala,PER,23,27,
61854,61854,7354,Agustina Martinez Soto,PER,11,15,0
57357,57357,6710,Agustina Maria Josepha,PER,5,8,
55005,55005,6367,Agustina Maria Schutt,PER,34,37,
55008,55008,6367,Agustina Maria Schutt,PER,72,75,
65407,65407,7887,Agustina Maria Schutt,PER,626,629,
54057,54057,6239,Agustina Maria Olmedo,PER,24,28,0
65405,65405,7887,Agustina Meneses Schutt,PER,600,603,0
46570,46570,5153,Agustina Porto Carrero,PER,29,32,0
65389,65389,7887,Agustina Tello Meneses,PER,94,98,0
65010,65010,7807,Agustina Tello Meneses,PER,42,46,0
65314,65314,7877,Agustina Tello Meneses,PER,12,16,0
65307,65307,7875,Agustina Tello Meneses,PER,79,83,0
55006,55006,6367,Agustina Tello Meneses,PER,44,48,0
65402,65402,7887,Agustina Tello Meneses,PER,548,552,0
47395,47395,5264,Agustina Vidal y Contreras,PER,14,18,0
65074,65074,7814,Agustina Meneses,PER,15,18,0
65070,65070,7813,Agustina Meneses,PER,14,17,0
65130,65130,7835,Agustina Meneses,PER,15,18,0
65113,65113,7832,Agustina Meneses,PER,13,16,0
65416,65416,7888,Agustina Meneses,PER,11,14,0
65166,65166,7848,Agustina Meneses,PER,15,18,0
65201,65201,7858,Agustina Meneses,PER,16,19,0
55245,55245,6395,Agustina Pineda,PER,16,19,0
64871,64871,7790,Agustina Soto,PER,35,38,0
64882,64882,7791,Agustina Soto,PER,45,48,0
64886,64886,7792,Agustina Soto,PER,27,30,0
57938,57938,6793,Agustino Francisco Ribera,PER,11,15,0
57939,57939,6793,Agustino Francisco Ribera,PER,27,31,0
57944,57944,6793,Agustino Francisco Ribera,PER,83,87,0
44265,44265,4835,Agustin,PER,3098,3099,
48502,48502,5418,Agustin Berdugo,PER,0,2,
61884,61884,7355,Agustin Francisco Armejo,PER,119,123,
56447,56447,6534,Agustin Gallego Vezeria,PER,1,4,0
62097,62097,7386,Agustin Garcia,PER,37,39,
62067,62067,7381,Agustin Garcia,PER,10,12,
69760,69760,8383,Agustin Gonzalo,PER,26,28,
51848,51848,5883,Agustin Gonzalez,PER,0,2,0
54985,54985,6364,Agustin Jurado,PER,24,26,0
61765,61765,7340,Agustin Lorenzo Godoy,PER,10,14,0
61809,61809,7347,Agustin Lorenzo Godoy,PER,10,14,0
70003,70003,8420,Agustin Lopez Morales,PER,43,47,0
47559,47559,5287,Agustin Marias,PER,0,2,
49239,49239,5517,Agustin Mejias,PER,0,2,0
45813,45813,5050,Agustin Mexia,PER,1,3,0
45814,45814,5050,Agustin Moreno,PER,6,8,0
45771,45771,5041,Agustin Pacheco Calaverde,PER,1,4,0
69511,69511,8359,Agustin Perez Vasconcelos,PER,8,12,0
64223,64223,7697,Agustin Rodriguez,PER,10,12,
46231,46231,5110,Agustin Sanchez,PER,9,11,0
53921,53921,6202,Agustin Arandia,PER,8,11,0
61736,61736,7336,Agustin Armejo y Ribera,PER,13,18,0
61732,61732,7335,Agustin Armido,PER,13,16,
53282,53282,6111,Agustin Bilches Carvajal,PER,10,14,0
71390,71390,8568,Agustin Borja,PER,63,66,
45487,45487,5006,Agustin Borja,PER,41,44,
68726,68726,8258,Agustin Escobar,PER,1,4,0
52013,52013,5929,Agustin Herrera,PER,20,23,0
50140,50140,5641,Agustin Herrera,PER,8,11,0
65891,65891,7941,Agustin Libera,PER,53,56,
60455,60455,7137,Agustin Molina,PER,250,253,0
60101,60101,7071,Agustin Toro,PER,26,29,0
60098,60098,7071,Agustin Toro,PER,5,8,0
61551,61551,7303,Agustin Torres,PER,0,3,0
61502,61502,7294,Agustin Torres,PER,0,3,0
61790,61790,7344,Agustin Torres,PER,13,16,0
62732,62732,7469,Agustin Torres,PER,37,40,0
47606,47606,5292,Agustin Torres,PER,70,73,0
61726,61726,7334,Agustin Torres,PER,13,16,0
54271,54271,6269,Agustin Uceda,PER,23,26,0
68524,68524,8229,Agustin Vargas,PER,10,13,0
57618,57618,6748,Agustin Vargas,PER,12,15,0
65579,65579,7907,Agustin Vilches,PER,13,16,0
45114,45114,4953,Agustin Vega,PER,34,38,0
53867,53867,6191,Agustin Vega,PER,8,12,0
69318,69318,8331,Ahasuerus,PER,69,70,
21404,21404,2329,Alarcon Escribano,PER,299,301,
21356,21356,2327,Alarcon Escribano Publico,PER,2301,2304,
21254,21254,2325,Alarcon Escribano Publico,PER,253,256,
21434,21434,2330,Alarcon Escribano Publico,PER,448,451,
20955,20955,2310,AlarconSimon Ruiz,PER,491,493,
48348,48348,5395,Albaro Cazeres,PER,171,174,
48342,48342,5395,Albaro Cazeres,PER,34,37,
52660,52660,6020,Albaro Cespedes y Vallejo,PER,1,6,
58111,58111,6810,Alberta Ambar,PER,56,59,
4207,4207,533,Alberto Ferino,PER,6,8,
69746,69746,8381,Alberto Fernandez Lucas,PER,11,14,0
42682,42682,4628,Alberto Gomez,PER,15,17,
66897,66897,8067,Alberto Gomez,PER,82,84,
63402,63402,7573,Alberto Gomez,PER,0,2,
63393,63393,7572,Alberto Gomez,PER,0,2,
56764,56764,6582,Alberto Cespedes y Vallejo,PER,1,6,0
70972,70972,8533,Alejandro Delgado,PER,5,7,0
51118,51118,5772,Alejandro Lozano Vargas,PER,33,37,0
46352,46352,5127,Alejandro Mateo,PER,109,111,
50484,50484,5687,Alejandro Ramirez,PER,6,8,0
7947,7947,1046,Alejandro Saavedra,PER,57,60,0
8066,8066,1062,Alejandro Saavedra,PER,13,16,0
8059,8059,1061,Alejandro Saavedra,PER,5,8,0
8068,8068,1063,Alejandro Saavedra,PER,0,3,0
1353,1353,193,Alejo Fernandez,PER,6,8,0
4063,4063,507,Alejo Fernandez,PER,34,36,0
1339,1339,190,Alejo Fernandez,PER,0,2,0
1348,1348,192,Alejo Fernandez,PER,6,8,0
6099,6099,879,Alejo Fernandez,PER,3,5,0
1285,1285,182,Alejo Fernandez,PER,17,19,0
6098,6098,878,Alejo Fernandez,PER,22,24,0
20052,20052,2204,Alejo Lopez,PER,171,173,
20059,20059,2204,Alejo Lopez,PER,204,206,
19662,19662,2183,Alejo Lozano Ana,PER,17,21,0
1336,1336,189,Alejos Fernandez,PER,13,15,
1343,1343,191,Alejos Fernandez,PER,5,7,
8952,8952,1156,Alexandro Garcia Romero,PER,32,35,0
1520,1520,214,Alexo Herrera,PER,49,52,0
19163,19163,2127,Alexo fernandes,PER,7,9,0
19209,19209,2128,Alexo fernandesgarcia leon,PER,693,697,
19183,19183,2127,Alexo fernandezRodrigo,PER,697,699,
4072,4072,509,Alexos Fernandez,PER,2,4,0
19135,19135,2126,Alexos Fernandez,PER,7,9,0
4098,4098,511,Alexos Fernandez,PER,28,30,0
4101,4101,512,Alexos Fernandez,PER,12,14,0
19149,19149,2126,Alexos fernandes,PER,441,443,0
19144,19144,2126,Alexos fernandez,PER,254,257,0
33636,33636,3539,Alfian,PER,8,9,
56275,56275,6512,Alfonsa Gutierrez Maso,PER,37,41,
56291,56291,6514,Alfonsa Gutierrez Mazo,PER,40,44,
3095,3095,351,Alfonsa Maria Noregon,PER,109,112,
62722,62722,7468,Alfonsa Maria Montalban,PER,26,30,0
10834,10834,1244,Alfonso,PER,0,1,
5879,5879,835,Alfonso Fernandez,PER,13,15,0
4242,4242,543,Alfonso Fernandez Herrera,PER,15,19,0
13887,13887,1571,Alfonso Fernandez Herrera,PER,14,18,0
61463,61463,7286,Alfonso Fernandez,PER,12,14,0
49268,49268,5521,Alfonso Fernandez,PER,6,8,0
47556,47556,5286,Alfonso Francisco,PER,4,6,
47977,47977,5341,Alfonso Francisco Paula,PER,106,110,
47955,47955,5339,Alfonso Francisco Paula,PER,87,91,
10987,10987,1292,Alfonso Martin,PER,0,2,0
3670,3670,403,Alfonso Martin Marchena,PER,0,4,0
8334,8334,1077,Alfonso Martinez,PER,9,11,0
8354,8354,1079,Alfonso Martinez,PER,28,30,0
8292,8292,1072,Alfonso Martinez,PER,76,78,0
8365,8365,1080,Alfonso Martinez,PER,0,2,0
8289,8289,1072,Alfonso Martinez,PER,63,65,0
8325,8325,1076,Alfonso Martinez,PER,6,8,0
8282,8282,1071,Alfonso Martinez,PER,0,2,0
50119,50119,5639,Alfonso Nieto,PER,15,17,0
10984,10984,1291,Alfonso Rodriguez,PER,3,5,
4107,4107,514,Alfonso Ruiz Dueñas,PER,5,9,0
34021,34021,3585,Alfonso XII,PER,38,40,
29351,29351,3135,Alfonso XIII,PER,41,43,
3817,3817,444,Alfonso Burgos,PER,2,5,0
10949,10949,1282,Alfonso Escalante,PER,0,3,0
3725,3725,416,Alfonso Godoy,PER,20,23,0
5794,5794,813,Alfonso Jaen,PER,13,16,0
19206,19206,2128,Alfonso Vargas,PER,681,684,0
19254,19254,2129,Alfonso vargas,PER,870,873,0
8300,8300,1073,Alfonso martines,PER,2,4,0
3747,3747,421,Ali,PER,18,19,
21951,21951,2349,Alo Gordillo,PER,139,141,
19755,19755,2186,Alo alarcon escriuo,PER,1584,1588,
19701,19701,2185,Alo alarcon escriuo,PER,783,787,
21943,21943,2349,Alo fanchez Gordillo,PER,21,24,
21968,21968,2351,Alo martin,PER,12,14,
29374,29374,3138,Alonfo Rivero,PER,14,16,
28504,28504,3070,Alonfo Mena,PER,24,27,
27629,27629,2989,Alonfo ximenez,PER,0,2,
63067,63067,7529,Alonsa Castillo,PER,1,4,
67,67,13,Alonso,PER,32,33,
5759,5759,807,Alonso,PER,6,7,
11742,11742,1374,Alonso,PER,12,13,
70253,70253,8451,Alonso,PER,101,102,
10820,10820,1241,Alonso,PER,9,10,
9193,9193,1189,Alonso,PER,3,4,
1023,1023,142,Alonso,PER,14,15,
70274,70274,8452,Alonso,PER,105,106,
19984,19984,2199,Alonso,PER,83,84,
67039,67039,8080,Alonso Agustin Vanegas,PER,76,79,
67096,67096,8087,Alonso Agustin Venegas,PER,12,15,0
21412,21412,2330,Alonso Alarcon Escribano Publico,PER,86,90,0
18224,18224,1920,Alonso Albarez,PER,361,363,
44942,44942,4950,Alonso Alcayde,PER,104,106,0
44939,44939,4950,Alonso Alcayde y Canisares,PER,73,77,0
5814,5814,820,Alonso Alvarez,PER,6,8,0
60008,60008,7053,Alonso Antonio Tomas Monsalve,PER,1,6,0
59946,59946,7044,Alonso Antonio Torres Monsalve,PER,1,6,0
55655,55655,6440,Alonso Antonio Oros,PER,58,62,
58116,58116,6810,Alonso Balladare,PER,98,100,
52592,52592,6009,Alonso Benitez Cardenas,PER,11,15,0
53386,53386,6128,Alonso Calvo Villafranco,PER,7,10,0
13332,13332,1500,Alonso Cano,PER,240,242,0
37288,37288,3914,Alonso Cano,PER,6,8,0
37284,37284,3913,Alonso Cano,PER,202,204,0
37252,37252,3910,Alonso Cano,PER,59,61,0
37279,37279,3913,Alonso Cano,PER,140,142,0
37314,37314,3918,Alonso Cano,PER,17,19,0
