,token,score,match
6019,balthasar,94,baltasar
6020,obrero,86,cobreros
6021,Torralba,100,torralba
6022,carrero,100,carrero
6023,mencia,100,mencia
6024,jussa,80,justa
6025,gueuara,86,guevara
6026,Custodio,100,custodio
6027,cano,100,cano
6028,nombreBenuenuto,61,norberto
6029,Voutert,73,vert
6030,salablanca,100,salablanca
6031,Rodeu,83,rondeau
6032,SM,67,simo
6033,alderete,100,alderete
6034,bonifacio,100,bonifacio
6035,artos,91,martos
6036,IÑIGO,100,iñigo
6037,Barreda,100,barreda
6038,nesesito,80,nemesio
6039,Sares,91,soares
6040,quadros,100,quadros
6041,Ojero,83,obejero
6042,FRUTOS,100,frutos
6043,esculla,77,escala
6044,Samiedo,80,sampedro
6045,esijano,77,jijano
6046,VELA,100,vela
6047,beatris,86,beatriz
6048,Overra,83,verrua
6049,Veitia,100,veitia
6050,proueio,75,prudencio
6051,Hojeda,100,hojeda
6052,dysasti,77,isasti
6053,4,0,abd
6054,Micon,89,mico
6055,alviras,83,alvia
6056,gallardo,100,gallardo
6057,Real,100,real
6058,corneue,77,cornel
6059,Mozo,100,mozo
6060,xpoval,67,ovalle
6061,Fsquibel,75,esquivel
6062,BERNAL,100,bernal
6063,Jesus,100,jesus
6064,esqueda,80,esquerdo
6065,Mercier,80,merinero
6066,Beatriz,100,beatriz
6067,Goliat,73,oliva
6068,Baraona,100,baraona
6069,defcalços,71,carlos
6070,hagoJuan,71,uhagon
6071,Ast,86,asta
6072,villanueva,100,villanueva
6073,Toribio,100,toribio
6074,Valdepeñas,84,valdepares
6075,Ademas,86,ardemans
6076,palacios,100,palacios
6077,Begaro,83,bergaño
6078,grachet,86,graciet
6079,SARSOSSA,82,saragossa
6080,Yarretta,82,ypeñarreta
6081,santiango,94,santiago
6082,Parra,100,parra
6083,PABLO,100,pablo
6084,almanza,100,almanza
6085,bordas,100,bordas
6086,hisse,73,wisser
6087,Gaza,89,garza
6088,Natranjo,77,arano
6089,pelaes,83,perles
6090,Marques,100,marques
6091,Jose,100,jose
6092,Pabon,100,pabon
6093,Alrededor,71,aledo
6094,Paradas,92,parada
6095,martir,100,martir
6096,Allendano,75,galeano
6097,Usllanes,86,llanes
6098,hernondes,78,fernandes
6099,rubricado—Ckristobal,69,cristobalina
6100,Carbonel,100,carbonel
6101,Urzanqui,94,urzainqui
6102,cassa,83,cassani
6103,Salvador,100,salvador
6104,Caravajal,94,carvajal
6105,ducados,77,duardo
6106,demafia,86,demaria
6107,profefo,67,perfecto
6108,Barera,92,barbera
6109,cid,100,cid
6110,Ponte,100,ponte
6111,Tiburacio,94,tiburcio
6112,jayme,80,jaime
6113,rubricado—francisco,64,francisca
6114,Navarro,100,navarro
6115,sepeda,83,cepeda
6116,Banco,91,branco
6117,mueftren,71,mestre
6118,Jerez,100,jerez
6119,Zarricola,88,arriola
6120,sanbrano,80,sansano
6121,Martel,100,martel
6122,Morilla,93,morillas
6123,Vigarejo,82,villarejo
6124,Novela,92,novella
6125,Romualdo,100,romualdo
6126,ut,80,mut
6127,descobal,80,escobar
6128,castañeda,100,castañeda
6129,Vale,89,valle
6130,Ipolito,93,hipolito
6131,landero,100,landero
6132,NARVAEZ,100,narvaez
6133,BERDUGO,86,verdugo
6134,xiron,83,xironza
6135,bernandes,89,bernaldes
6136,XXIIII,55,ibiri
6137,Vellavoa,80,villava
6138,torquemada,100,torquemada
6139,salmeron,100,salmeron
6140,FIGUEROA,100,figueroa
6141,Resgdo,73,riego
6142,Altar,89,alta
6143,CASARES,100,casares
6144,tabernaculo,74,bernaldo
6145,çomontes,93,comontes
6146,argamada,86,armada
6147,Elegui,80,egui
6148,ziorda,73,jorda
6149,Bolanos,92,bolaños
6150,Ribadenyra,86,ribadeneira
6151,rriquelme,94,riquelme
6152,Aponte,100,aponte
6153,firmadoAntonio,67,antonio
6154,Bollullos,71,bollo
6155,Armenta,100,armenta
6156,lugano,80,lugo
6157,Folis,80,olais
6158,Espina,100,espina
6159,CIPRIANO,100,cipriano
6160,rueda,100,rueda
6161,Acensio,93,ascensio
6162,Vaena,80,viana
6163,alles,91,valles
6164,minucho,77,micheo
6165,TORRE,100,torre
6166,Arenales,100,arenales
6167,portillo,100,portillo
6168,maesos,91,maeso
6169,saavedra,100,saavedra
6170,bieren,83,bierna
6171,Dejana,77,ordeñana
6172,Alonsa,83,alonso
6173,Oforno,83,osorno
6174,CARDENAS,100,cardenas
6175,Toledano,100,toledano
6176,rubricado-geronimo,62,geronima
6177,Olarte,100,olarte
6178,gutieres,88,gutierre
6179,Urbina,100,urbina
6180,Damian,100,damian
6181,alcaraz,100,alcaraz
6182,mnez,80,mendez
6183,feñor,75,flor
6184,Humanes,100,humanes
6185,Escribano,100,escribano
6186,yvañez,89,vaez
6187,saabedra,88,saavedra
6188,Retor,80,preto
6189,Conversion,71,onesimo
6190,Villar,100,villar
6191,Martines,100,martines
6192,damiano,92,damian
6193,Xeres,80,teres
6194,Ala,86,alal
6195,Mompian,77,moiano
6196,galilea,77,gallar
6197,barua,100,barua
6198,Crialles,93,criales
6199,Santo,83,santiso
6200,derroxas,71,ederra
6201,teba,80,trueba
6202,Mañan,89,madan
6203,Albornoz,100,albornoz
6204,Felijo,83,feijoo
6205,bentaxa,77,benita
6206,Gines,100,gines
6207,Seuastian,89,sebastian
6208,Amides,83,miedes
6209,paredes,100,paredes
6210,paes,89,panes
6211,feron,80,ferro
6212,arana,100,arana
6213,pero,100,pero
6214,MartinGaspar,74,martina
6215,feuillayo,67,felipillo
6216,rangel,100,rangel
6217,Azcona,100,azcona
6218,MARIN,100,marin
6219,gabriel,100,gabriel
6220,Postillo,88,portillo
6221,Bauchel,86,bucheli
6222,ARZE,100,arze
6223,Josph,91,joseph
6224,nonbraren,67,nombre
6225,gregorio,100,gregorio
6226,Ragis,80,ramis
6227,tierra,91,terra
6228,Canisares,88,casares
6229,llaues,92,llaudes
6230,--de,80,der
6231,Carlos,100,carlos
6232,xpistobal,78,cristobal
6233,Ramos,100,ramos
6234,Andrada,100,andrada
6235,Melado,83,eladio
6236,espinosa,100,espinosa
6237,mandais,77,mandia
6238,Reymundo,88,raymundo
6239,daniel,100,daniel
6240,moya,100,moya
6241,Peralta,100,peralta
6242,bauta,89,bauça
6243,rroxo,75,roo
6244,pujardo,83,pardo
6245,lufente,80,lafuente
6246,Crintenero,84,centenero
6247,Mon-,100,mon
6248,caudelero,80,calero
6249,Bermudes,88,bermudez
6250,frutos,100,frutos
6251,zumel,73,gumiel
6252,i,67,pi
6253,rrexis,73,raxis
6254,Audalla,71,huallpa
6255,cuerba,83,cuerva
6256,Abadessa,80,rabassa
6257,gr,80,ger
6258,cerafines,80,cerain
6259,montejo,100,montejo
6260,cardeño,83,carreo
6261,higuera,100,higuera
6262,mendoza,100,mendoza
6263,anton,100,anton
6264,VIENA,83,vicenta
6265,GALAS,89,alas
6266,Albardo,86,albariño
6267,Garda,91,guarda
6268,yañez,100,yañez
6269,arche,91,archer
6270,acenfio,80,ascencio
6271,sandi,83,sandino
6272,cuellar,100,cuellar
6273,granada,100,granada
6274,garzon,100,garzon
6275,Carrera,100,carrera
6276,Tarifa,83,tarsia
6277,Benega,92,benegas
6278,trueba,100,trueba
6279,Piedra,100,piedra
6280,Quinto,100,quinto
6281,asencio,93,ascencio
6282,puerto,100,puerto
6283,Zapata,100,zapata
6284,Maguilan,86,aguila
6285,Avete,83,calvete
6286,arse,89,arese
6287,Ribera,100,ribera
6288,Dios,100,dios
6289,Sicilia,100,sicilia
6290,Amberes,100,amberes
6291,Berrio,100,berrio
6292,Anunciandoles,70,anunciacio
6293,esturmes,80,besturs
6294,llaegui,86,leaegui
6295,farxa,80,farag
6296,xptoual,67,portugal
6297,Legott,75,albergotti
6298,enrriquez,94,enriquez
6299,miçer,100,mier
6300,lafee,77,lafuente
6301,Moral,100,moral
6302,B,50,abd
6303,Banda,100,banda
6304,Jesu,100,jesu
6305,almanssa,93,almansa
6306,Ysabel,83,isabel
6307,balleoso,80,batlles
6308,teftimonioCriftoual,54,tenorio
6309,losano,83,lozano
6310,adorallo,77,dallo
6311,Reciui,73,recio
6312,Asimismo,75,casimiro
6313,Loarte,100,loarte
6314,excedia,77,texeda
6315,Ruego,80,riego
6316,viscarra,88,vizcarra
6317,patiño,100,patiño
6318,cueuas,83,cuevas
6319,ximon,80,simon
6320,rriuas,80,rius
6321,cosmographia,63,cosgaya
6322,ballestero,100,ballestero
6323,Parecio,83,recio
6324,Baltazar,100,baltazar
6325,noroña,100,noroña
6326,isasy,80,isasi
6327,serna,100,serna
6328,ferrero,100,ferrero
6329,Silba,80,silva
6330,babtista,93,batista
6331,la,100,la
6332,daviles,92,aviles
6333,xavier,100,xavier
6334,cera,89,ceria
6335,Mayoria,92,mayora
6336,Usante,75,bustamante
6337,valderrama,100,valderrama
6338,JOSEPHE,92,joseph
6339,pisarro,86,pizarro
6340,Meneses,100,meneses
6341,sebilla,86,sevilla
6342,sturme,73,torme
6343,RIOSALCANTUD,63,rosalia
6344,arriero,86,barrero
6345,Alberro,100,alberro
6346,brauo,83,braulio
6347,ledesma,100,ledesma
6348,barva,80,marva
6349,meffa,67,meya
6350,Castroverde,100,castroverde
6351,Lucente,88,lucientes
6352,Melendez,100,melendez
6353,Seferino,88,ceferino
6354,alexos,100,alexos
6355,Xptoval,67,toral
6356,Benuenuto,75,beneyto
6357,Begadi,77,bergada
6358,Cifneros,88,cisneros
6359,Arce,100,arce
6360,Oliuares,88,olibares
6361,Peraya,83,peraza
6362,ARTEAGA,100,arteaga
6363,baltassar,94,baltasar
6364,Vizente,86,vicente
6365,monseRate,95,monserrate
6366,Cazorla,77,gazola
6367,Torrehermonsa,70,hermosa
6368,Vas,86,viñas
6369,Matamoros,100,matamoros
6370,Ibara,91,ibarra
6371,Yterayn3,77,teran
6372,Rueda,100,rueda
6373,Moxon,89,moxo
6374,feñalare,71,palarea
6375,adornio,73,ariño
6376,Largo,89,lago
6377,ualdes,83,ugalde
6378,Arenas,100,arenas
6379,castillo,100,castillo
6380,Redaño,80,rueda
6381,alvares,100,alvares
6382,matia,91,matias
6383,Rios,100,rios
6384,Carreto,100,carreto
6385,MUÑOZ,100,muñoz
6386,sylos,67,losa
6387,arregui,100,arregui
6388,Tamaron,100,tamaron
6389,Pesatierra,76,salvatierra
6390,ogeda,80,ojeda
6391,Jumenta,83,junta
6392,molina,100,molina
6393,figuiente,80,fuente
6394,Venegas,100,venegas
6395,marta,100,marta
6396,Francia,100,francia
6397,gomes,100,gomes
6398,miniquini,67,piquinoti
6399,infante,100,infante
6400,Vasquez,100,vasquez
6401,lusente,80,lafuente
6402,Mejino,83,merino
6403,MONTAÑES,100,montañes
6404,Flessens,71,lesmes
6405,xponal,73,bonal
6406,castro,100,castro
6407,Raes,89,rates
6408,tomasa,100,tomasa
6409,costantin,95,constantin
6410,Fraile,100,fraile
6411,Soria,100,soria
6412,Mendoza,100,mendoza
6413,Estede,83,esteve
6414,savastian,78,sebastian
6415,Orbaneja,100,orbaneja
6416,leiba,80,leiva
6417,Moscoso,100,moscoso
6418,Durarte,92,duarte
6419,yañes,89,yanes
6420,Gabriela,100,gabriela
6421,Cascante,100,cascante
6422,rescebir,71,escuer
6423,Trinidad,100,trinidad
6424,centeno,100,centeno
6425,tizapu,67,lizaur
6426,Heras,100,heras
6427,Natera,92,natuera
6428,Provisor,71,rovira
6429,Lucero,100,lucero
6430,Morato,100,morato
6431,servando,100,servando
6432,matienzo,100,matienzo
6433,Torres,100,torres
6434,Guindal,77,guiral
6435,Ocanpo,83,ocampo
6436,Troche,100,troche
6437,hebro,80,heros
6438,jesuxpo,73,jesu
6439,pozo,100,pozo
6440,questaua,80,quesada
6441,MEDINAVALBUENA,73,valbuena
6442,agustin,100,agustin
6443,guillena,93,guillen
6444,Miranda,100,miranda
6445,pacecio,86,pacheco
6446,ARAGON,100,aragon
6447,Tamaro,92,tamaron
6448,manual,83,manuel
6449,palmaalonso,71,alonso
6450,phelix,80,heli
6451,Sanvarte,80,cavarte
6452,Firmada,77,firmat
6453,feeAlonso,80,alonso
6454,Bravo,100,bravo
6455,Cristobal,100,cristobal
6456,Gradan,83,granda
6457,Vzanqui,75,urzainqui
6458,Antonia,100,antonia
6459,godina,91,godin
6460,santiago,100,santiago
6461,pesquera,100,pesquera
6462,Escaraza,86,saraza
6463,Vibora,80,ibor
6464,Manzera,92,manera
6465,aguitar,92,aguiar
6466,alemanesca,82,alemans
6467,leca,100,leca
6468,pintura,73,pina
6469,llesa,83,vallesa
6470,alcaldes,80,alcayde
6471,Autografo,62,austria
6472,Recibio,83,recio
6473,PARRILLA,100,parrilla
6474,guardeAndres,70,ardemans
6475,Neves,91,nieves
6476,linares,100,linares
6477,Racionero,75,rondero
6478,monsalbes,82,monsalve
6479,Reinosa,100,reinosa
6480,Campoverde,76,castroverde
6481,elena,100,elena
6482,bijo,75,ibio
6483,Teodomino,89,teodomiro
6484,alecio,83,aleixo
6485,JACOB,100,jacob
6486,Celli,83,bucelli
6487,rropilla,75,parrilla
6488,pinel,100,pinel
6489,xpis,75,pisa
6490,Landa,100,landa
6491,mateos,100,mateos
6492,Millan,100,millan
6493,rubines,93,rubianes
6494,H,50,chi
6495,Cotaron,83,cotan
6496,Olalla,100,olalla
6497,zaucedo,86,saucedo
6498,Serpa,100,serpa
6499,20,0,abd
6500,Albert,100,albert
6501,leais,89,leis
6502,Hierro,100,hierro
6503,Lunan,89,luna
6504,HIERRO,100,hierro
6505,conde,100,conde
6506,MASIAS,91,masia
6507,sylba,80,salba
6508,Provor,71,pirovano
6509,Alexo,100,alexo
6510,urfula,83,ursula
6511,Licht,73,ulrich
6512,Banbelle,77,balle
6513,marina,100,marina
6514,andrea,100,andrea
6515,Pablo,100,pablo
6516,sensillo,82,senillosa
6517,Bautista,100,bautista
6518,Albaro,92,albariño
6519,oquendo,100,oquendo
6520,gafpar,83,gaspar
6521,Galdona,86,aldonza
6522,HERRERA,100,herrera
6523,monjas,80,mons
6524,cauello,86,calello
6525,armijo,100,armijo
6526,mendoça,100,mendoça
6527,corral,100,corral
6528,nieues,83,nieves
6529,Concha,100,concha
6530,saldaña,100,saldaña
6531,serraxero,75,serrano
6532,Bartolome,100,bartolome
6533,Campoviejo,74,campofrio
6534,Patricia,88,patricio
6535,Monte,100,monte
6536,avila,100,avila
6537,mirabal,88,miraballo
6538,Velladares,90,valladares
6539,COCA,100,coca
6540,Lemena,83,lerena
6541,arevalo,100,arevalo
6542,figueras,100,figueras
6543,Baliente,88,valiente
6544,Orellano,88,orellana
6545,Cabello,100,cabello
6546,salamanca,100,salamanca
6547,Balduc,77,calduch
6548,escriuanos,84,escribano
6549,Cortabarria,100,cortabarria
6550,puertollano,74,percolla
6551,cepeda,100,cepeda
6552,nacion,77,ignacio
6553,villagomez,100,villagomez
6554,efte,67,peter
6555,Cornejo,100,cornejo
6556,alaraz,92,almaraz
6557,descovedo,82,escobedo
6558,qual,75,uzal
6559,Quitandose,82,quitano
6560,sigura,83,segura
6561,obiedo--,83,oviedo
6562,pantoxa,86,pantoja
6563,Alcantara,100,alcantara
6564,Gurman,83,german
6565,gamaça,89,gama
6566,Gurez,73,eguren
6567,sochantre,88,chantre
6568,caceres,100,caceres
6569,Deisas,73,dimas
6570,rubricado-Gabriel,64,gabriela
6571,Dean,75,adan
6572,hordoñez,92,ordoñez
6573,basques,77,arques
6574,Catano,92,cataneo
6575,Tol,75,rotol
6576,bernabe,100,bernabe
6577,figa,80,figaro
6578,filbestre,78,silvestre
6579,Menada,83,mendaña
6580,menezes,86,meneses
6581,Adrian,100,adrian
6582,durango,100,durango
6583,barrasa,100,barrasa
6584,Tabera,83,tavera
6585,balle,100,balle
6586,Arestui,92,aresti
6587,dominguez,100,dominguez
6588,Fray,100,fray
6589,Teroro,80,toro
6590,Ferra,91,ferran
6591,bero,89,ibero
6592,reyes,100,reyes
6593,Montiel,100,montiel
6594,albin,100,albin
6595,Purgatorio,67,gregorio
6596,urban,100,urban
6597,Salguez,80,salguero
6598,mangas,83,cangas
6599,albornos,88,albornoz
6600,cruzado,100,cruzado
6601,Ruder,75,der
6602,roxas,80,rojas
6603,Quintero,100,quintero
6604,Clara,100,clara
6605,caravajar,82,carvajal
6606,suñiga,91,stuñiga
6607,heruandes,78,fernandes
6608,barbero,100,barbero
6609,saucarron,75,sarrion
6610,Escalada,100,escalada
6611,Pero,100,pero
6612,BERGUGO,77,bergaño
6613,Schuren,80,echauren
6614,Llaguno,100,llaguno
6615,bifente,77,fuente
6616,gorge,91,george
6617,Varcenas,88,barcenas
6618,Bernuda,80,bernarda
6619,çabala,91,zabala
6620,torines,86,torices
6621,Beltrano,93,beltran
6622,cardoço,92,cardozo
6623,devseda,67,adeva
6624,Toros,91,tornos
6625,despaña,83,espada
6626,Rochero,93,brochero
6627,hincado,77,picado
6628,ballo,91,baillo
6629,Vbilla,91,villa
6630,Bolsa,80,tolsa
6631,Bucareli,100,bucareli
6632,hinestrosa,100,hinestrosa
6633,fiete,73,fienne
6634,Cristo,100,cristo
6635,LOPEZ,100,lopez
6636,LUIS,100,luis
6637,ubisso,77,buisson
6638,Albero,92,alberto
6639,Angeles,100,angeles
6640,Chica,100,chica
6641,Bemal,75,mal
6642,-vasco,100,vasco
6643,Constanza,100,constanza
6644,Feijo,91,feijoo
6645,Guzman,100,guzman
6646,marques,100,marques
6647,anduxar,86,andujar
6648,Purgatoria,71,pastora
6649,juezes,71,jaudenes
6650,clemente,100,clemente
6651,Rejon,100,rejon
6652,Almas,91,balmas
6653,MARCOS,100,marcos
6654,Alonsso,92,alonso
6655,Hoces,100,hoces
6656,treinta,83,reina
6657,Hipolita,100,hipolita
6658,marttin,92,martin
6659,SARZOSA,83,arosa
6660,Raso,100,raso
6661,Noboa,100,noboa
6662,parrilla,100,parrilla
6663,Cavildo,86,casildo
6664,Bernarda,100,bernarda
6665,Nolda,80,nodal
6666,malizia,83,maliz
6667,MATEOS,100,mateos
6668,lienso,83,liendo
6669,siriaco,86,ciriaco
6670,Sidonia,100,sidonia
6671,vallexo,86,vallejo
6672,benedita,88,benedito
6673,barmero,92,armero
6674,rruyz,75,ruy
6675,Villegas,100,villegas
6676,pasqual,100,pasqual
6677,Pedro,100,pedro
6678,ojas,89,rojas
6679,Riero,91,rieros
6680,presio,83,presno
6681,beles,83,belesta
6682,Antequera,100,antequera
6683,rubricadofrancisco,67,francisco
6684,Rondan,91,ronda
6685,cabezas,100,cabezas
6686,SCUTT,80,schut
6687,molano,100,molano
6688,Arguelo,93,arguello
6689,Pena,86,peña
6690,mestro,92,maestro
6691,jusephe,92,jusepe
6692,trabieso,88,travieso
6693,Maefe,73,maffeo
6694,quaresma,75,caresmar
6695,ponffe,73,ponce
6696,Gallaistegui,76,aristegui
6697,soliman,86,solimon
6698,ecuerdo,83,cuero
6699,Torregrofa,82,torrero
6700,Barete,83,barthe
6701,CORNELIO,100,cornelio
6702,Cartero,92,cartro
6703,Vilchez,100,vilchez
6704,india,80,andia
6705,BALLESTEROS,100,ballesteros
6706,despinofa,82,espinoza
6707,FRANCO,100,franco
6708,VME,67,vea
6709,Lemos,100,lemos
6710,Femando,80,fernando
6711,Lavera,92,clavera
6712,gataon,83,gaston
6713,beatriz,100,beatriz
6714,vargas,100,vargas
6715,lena,89,elena
6716,DE,80,der
6717,quatrosientos,70,barrientos
6718,puertocarrero,100,puertocarrero
6719,valdiuieso,90,valdivieso
6720,Nicodemus,71,nicolaus
6721,Milla,100,milla
6722,Aragon,100,aragon
6723,Dei,75,denis
6724,Curucelagui,96,curucelaegui
6725,rodrygo,86,rodrigo
6726,Ovalle,100,ovalle
6727,chico,100,chico
6728,Yses,80,yserns
6729,arco,100,arco
6730,simon,100,simon
6731,Morua,89,mora
6732,FADRIQUE,100,fadrique
6733,MOYNE,83,lemoyne
6734,CABEZA,100,cabeza
6735,ademan,86,ardemans
6736,bartalome,89,bartolome
6737,Barrutia,100,barrutia
6738,merodio,77,merino
6739,cues,80,cuesta
6740,HERNANDO,100,hernando
6741,esteue,83,esteve
6742,ponciano,100,ponciano
6743,çamudio,92,zamudio
6744,Montedoy,80,montero
6745,canprovin,78,camprobin
6746,quiros,100,quiros
6747,Ali,100,ali
6748,Peñuela,100,peñuela
6749,suarez,100,suarez
6750,Iraun,80,piran
6751,Morera,100,morera
6752,Expiracion,67,encarnacion
6753,ynostroça,77,noroña
6754,Carrança,93,carranza
6755,loxo,86,loo
6756,Valderama,95,valderrama
6757,rrodriguez,95,rodriguez
6758,Altas,89,alas
6759,Lopano,83,lozano
6760,Violante,93,volante
6761,Terrones,80,terrers
6762,Armendia,100,armendia
6763,Sigler,100,sigler
6764,Cean,100,cean
6765,Arauz,100,arauz
6766,VESTIR,73,esmir
6767,mercedJuan,71,merican
6768,Andres,100,andres
6769,Chaga,91,chagas
6770,JERONIMO,100,jeronimo
6771,Matos,100,matos
6772,orosco,100,orosco
6773,doze,86,doz
6774,Bulgo,75,ugo
6775,biejo,80,viejo
6776,Autografo,62,austria
6777,Duarte,100,duarte
6778,hauia,75,uiña
6779,Vela,100,vela
6780,jeronima,100,jeronima
6781,Ubeda,100,ubeda
6782,pachecho,93,pacheco
6783,racionero,75,rondero
6784,Montaño,100,montaño
6785,gibraleon,75,giraldo
6786,espino,100,espino
6787,Pie,86,piet
6788,palles,86,pallares
6789,NIETO,100,nieto
6790,platear,83,plata
6791,Gijon,100,gijon
6792,Orisal,73,joris
6793,Leaegui,100,leaegui
6794,Dorma,91,dormay
6795,Populo,83,yopulo
6796,billalba,88,villalba
6797,Ymbentario,71,notario
6798,sevastian,89,sebastian
6799,L,67,li
6800,laureana,88,laureano
6801,Ursula,100,ursula
6802,Arazola,93,arrazola
6803,Orteaga,92,ortega
6804,Obsina,73,osona
6805,Banfraet,71,barata
6806,Almonarir,78,almonacid
6807,Cestero,77,sotero
6808,Roja,89,rojas
6809,Carrasco,100,carrasco
6810,nonbre,83,nombre
6811,Berdugo,86,verdugo
6812,morejon,100,morejon
6813,benedicto,100,benedicto
6814,CORDERO,100,cordero
6815,Argote,100,argote
6816,falcon,100,falcon
6817,año,80,amo
6818,ORTEGA,100,ortega
6819,estanterol,71,estaper
6820,Daza,100,daza
6821,Onorio,92,honorio
6822,SUERO,100,suero
6823,yvañes,89,yves
6824,bernaldino,90,bernardino
6825,Guelles,88,arguelles
6826,Ygnacio,86,ignacio
6827,rremesal,93,remesal
6828,aguilar,100,aguilar
6829,MORALES,100,morales
6830,Segura,100,segura
6831,verdugo,100,verdugo
6832,tiedra,100,tiedra
6833,luis,100,luis
6834,Barona,100,barona
6835,armado,92,armando
6836,Principe,86,princi
6837,Feliciano,100,feliciano
6838,Damaso,100,damaso
6839,garsia,91,gasia
6840,Guerrera,88,guerrero
6841,cordova,100,cordova
6842,rramires,80,ramirez
6843,Salero,86,salamero
6844,Robles,100,robles
6845,Duque,100,duque
6846,Basileo,86,basilio
6847,Tella,91,tellia
6848,hurraco,77,urraca
6849,Guindalo,78,guidobaldo
6850,Niseforio,67,osorio
6851,escalante,100,escalante
6852,Villarreal,100,villarreal
6853,ferrando,100,ferrando
6854,cornielles,95,cornieles
6855,monterroso,100,monterroso
6856,Ambrosio,100,ambrosio
6857,malara,91,mañara
6858,grabiel,86,gabriel
6859,Sita,75,rita
6860,Olasen,83,lasuen
6861,hernando,100,hernando
6862,otrosi,73,oromi
6863,Ferrer,100,ferrer
6864,Puerto,100,puerto
6865,Alma,89,palma
6866,balentina,89,valentina
6867,PINA,100,pina
6868,Recibo,91,recio
6869,Rubias,86,rubiales
6870,Pieterz,83,peter
6871,traji,67,raja
6872,Ortiz,100,ortiz
6873,rrecibi,67,recio
6874,reales,86,arenales
6875,Aguire,92,aguirre
6876,Galaz,100,galaz
6877,Artes,100,artes
6878,mohedano,100,mohedano
6879,Espejo,100,espejo
6880,Pasion,80,pasi
6881,guelles,88,arguelles
6882,firmadoJuan,64,jean-armand
6883,parediñas,93,pardiñas
6884,Executen,67,courten
6885,bienen,75,bienvengud
6886,gesus,80,jesus
6887,Ordiales,80,criales
6888,ascensio,100,ascensio
6889,Autos,80,matos
6890,pallares,100,pallares
6891,cunbreras,78,contreras
6892,Pagos,80,palos
6893,Aleola,83,alzola
6894,oliber,91,olier
6895,Lorente,100,lorente
6896,macias,100,macias
6897,cassas,91,casas
6898,Residente,82,reciente
6899,Bastos,92,bastons
6900,benitez,100,benitez
6901,couto,100,couto
6902,Seberino,88,severino
6903,RAMIREZ,100,ramirez
6904,Saens,89,sans
6905,robledo,100,robledo
6906,Valle27,83,valle
6907,TYRADO,83,tirado
6908,JOSPEHE,77,joseph
6909,abriendoles,74,gabriele
6910,Ribero,100,ribero
6911,Nieto,100,nieto
6912,vesinos,86,espinos
6913,Coronel,100,coronel
6914,joana,100,joana
6915,hordones,86,hornes
6916,Quiles,100,quiles
6917,vado,89,viado
6918,Lugo,100,lugo
6919,Arcadio,77,carcaño
6920,Evangelistas,96,evangelista
6921,Alfonsa,86,alfonso
6922,Plaza,100,plaza
6923,Legote,77,galeote
6924,Aguiere,86,aguerre
6925,espinola,100,espinola
6926,HAMON,80,ramon
6927,melchor,100,melchor
6928,uillalta,88,villalta
6929,Corbartes,80,cortes
6930,Embila,80,mila
6931,Benditos,88,benedito
6932,luna,100,luna
6933,campaña,92,campana
6934,baptizo,73,baio
6935,Ysac,75,saco
6936,bocanegra,100,bocanegra
6937,uillafranca,91,villafranca
6938,servantes,89,cervantes
6939,Lavando,88,lavandero
6940,Seco,80,secano
6941,Escaraban,82,escarano
6942,Sagasta,93,sagaseta
6943,Otton,91,ottone
6944,Thasa,73,thomas
6945,queto,80,quexo
6946,Jubileo,73,jubi
6947,TORIJIO,86,toribio
6948,Bautismo,75,bautista
6949,Castrillo,100,castrillo
6950,Alba,100,alba
6951,Quadros,100,quadros
6952,Dominga,100,dominga
6953,herrera,100,herrera
6954,Villadon,88,villalon
6955,vra,86,vara
6956,BARRERA,100,barrera
6957,Haldon,83,chalon
6958,primor,91,primo
6959,desiderio,71,demetrio
6960,bilchez,86,vilchez
6961,campos,100,campos
6962,Nogren,77,langren
6963,Paves,91,praves
6964,ynostrosa,75,nestosa
6965,cordoua,86,cordoba
6966,Torrado,100,torrado
6967,balcasar,88,baltasar
6968,Mancheño,86,mancebo
6969,ARANDA,100,aranda
6970,Parada,100,parada
6971,Santillana,100,santillana
6972,S,67,sa
6973,Montes,100,montes
6974,lotano,91,otano
6975,arbizti,77,arbizu
6976,Jimenez,100,jimenez
6977,Moreda,86,moraleda
6978,bertendona,100,bertendona
6979,martinez-,100,martinez
6980,TREVINO,92,treviño
6981,N,50,ana
6982,legot,73,luengo
6983,Amaro,91,amparo
6984,Realsado,88,regalado
6985,guadalupe,100,guadalupe
6986,Contreras,100,contreras
6987,Reyz,89,reyzu
6988,luisa,100,luisa
6989,Lorenso,86,lorenzo
6990,Ayala,100,ayala
6991,Xezerra,80,ezquerra
6992,morel,100,morel
6993,bruselas,100,bruselas
6994,LLANOVALDES,74,llanderal-valdes
6995,sedaño,91,sedano
6996,PINEDA,100,pineda
6997,CAMPROBIN,100,camprobin
6998,Tamaris,86,tamariz
6999,manposteria,74,porteria
7000,uillalobos,90,villalobos
7001,santisima,100,santisima
7002,FONSECA,100,fonseca
7003,HIGUERA,100,higuera
7004,Castro,100,castro
7005,blas,100,blas
7006,Bermondo,88,vermondo
7007,Toredero,80,cordero
7008,Galban,100,galban
7009,Medida,83,merida
7010,Portillo,100,portillo
7011,marabedis,71,arabi
7012,JUAREZ,100,juarez
7013,Linaje,100,linaje
7014,FRANCOLEON,78,francoli
7015,BLAS,100,blas
7016,Falconete,100,falconete
7017,jurate,77,uriarte
7018,Bolaños,100,bolaños
