,0
1435,garcia donzelta
1436,garcia fustanero
1437,garcitello osorio
1438,garsia barionuebo
1439,gaspar rajes
1440,gaspar de
1441,gaspar roxas
1442,gaspar s
1443,gaspar s eliseo
1444,gaspar azeves
1445,gaspar rriuas
1446,gaspar surita
1447,gaspar suñiga y auellaneda
1448,gaspar ragis vuo mardo
1449,gaspar rrages
1450,gemo lufente
1451,gerardo coen
1452,geromino belazquez
1453,geronima
1454,geronimo belarte trespaso
1455,geronimo belasques
1456,geronimo esculla
1457,geronimo hernaddes
1458,geronimo hernimo
1459,geronimo lusente
1460,geronimo rramires
1461,gil basques
1462,gil ceuadilla
1463,giraldo polman
1464,gironimo hernandes
1465,gironimo lorenço
1466,gome sapata
1467,goncalo alonffo
1468,goncalo canpos
1469,goncalo nuñes
1470,gongalo nuñes
1471,gonsalo 
1472,gonsalo canpos
1473,gonzalo decassas
1474,gonzalo gil e asentallo
1475,gonzalo nuñes
1476,gonçalo fenabria
1477,gonçalo nuñes sepulbeda
1478,grabiel abiles
1479,grabiel gonzales
1480,grabier ortiz
1481,granadilio bronceado
1482,grauiel alarcon
1483,grauiel valle
1484,grauiel morejon
1485,graviel mansilla
1486,graviel morejon
1487,gregorio xiii
1488,gruesso llevandola
1489,guardaboz zedro
1490,guardeandres oviedo
1491,guarnesser bronçe
1492,guerfana donsella
1493,gufto fenora
1494,guzman abadessa
1495,guzman vzo
1496,hagojuan oviedo
1497,haçer juan obiedo
1498,hernan munyz
1499,hernan rruyz
1500,hernando armix
1501,hernando esturmes
1502,hernando sturme
1503,hernando destormes
1504,hernando desturmes
1505,hernando mateo mill e cinco maravedis
1506,hernando ysquierdo ensanbladores
1507,hocho año
1508,ifidro blasques
1509,ines ponffe
1510,iohan rodrigues
1511,iohan sanches
1512,isabel alaua
1513,isabel i
1514,isauel los anjeles
1515,jaciton balentin llera
1516,jacques bauzel
1517,jacquez bauzel
1518,jaque berbes
1519,jaques bauchel
1520,jaques bauzel
1521,jarron fera
1522,jasinto baldes
1523,jasinto samora
1524,jayme barva
1525,jeres frontera
1526,jeronimo luzente
1527,jesu xpo
1528,jesucristo resucitado
1529,jesuxpo poniendole
1530,jhoan useda
1531,jhoan çamora
1532,jhoan luis jubetero
1533,jhuxpo san francisco paula
1534,joan
1535,joan balberde
1536,jorge basari
1537,jorge hernondes
1538,jorje
1539,jorje fernandes
1540,jorje hernandes
1541,josefe guerta
1542,josefe suero docientos veinte ducados
1543,josefe gaffo
1544,josefee martinez yrruesta
1545,joseph antonio larrainzar y arbizti
1546,josephe naranjo
1547,jossefe harce
1548,josseffe arche
1549,jossephe arche
1550,juahin abraça
1551,jual obiedo
1552,juan vtesschosider
1553,juan agora
1554,juan balmol
1555,juan bapta
1556,juan bapta vazques
1557,juan bapta çumarraga
1558,juan basques
1559,juan batanes
1560,juan baupta bazques
1561,juan bauta basques
1562,juan bautista y san jusefe
1563,juan belasques
1564,juan bta gonçales
1565,juan de
1566,juan ouido
1567,juan alcaudete
1568,juan aualos y rriuera
1569,juan balberde
1570,juan bustinça
1571,juan canpaña
1572,juan cayquigue y casanueba
1573,juan cueua
1574,juan fauzedo
1575,juan feruantes carauajal
1576,juan fesilia
1577,juan hedad
1578,juan coba escruo
1579,juan pasion
1580,juan lahaya
1581,juan lazebo
1582,juan lerchundi
1583,juan lugano marmolero
1584,juan mdo
1585,juan naba
1586,juan nabeda
1587,juan posaderos
1588,juan rremefal
1589,juan tebriga
1590,juan ualdiuieso
1591,juan ufeda
1592,juan ujebar
1593,juan usseda
1594,juan vzeda
1595,juan xeres
1596,juan deareualo
1597,juan defpinofa escruo
1598,juan despinofa escruo
1599,juan devseda
1600,juan dias batioja
1601,juan dias hare
1602,juan gonsales
1603,juan harentts
1604,juan leclerque
1605,juan leonizio
1606,juan liron
1607,juan luys ysla
1608,juan martinez cuatrocientos i sinquenta ducados
1609,juan martinez montañesrubricado-siguen
1610,juan modeñin
1611,juan no ualga
1612,juan nuñes
1613,juan nuñes yerobi
1614,juan os
1615,juan peñate
1616,juan peñate narbaes
1617,juan rruyz
1618,juan ruuio
1619,juan sanches sabzedo
1620,juan uargaues
1621,juan ximenes barragan
1622,juan xpobal
1623,juana baucel
1624,juana cuñiga
1625,juana faauedra
1626,juana pesaue
1627,juana podays
1628,juanes aobecios
1629,juanes aspur biscayno
1630,juares carabajal
1631,jues las torres
1632,jues testamentos
1633,juizio citacion
1634,julian arquiteto
1635,julian miniquini
1636,juliano meniquini
1637,juo cauello
1638,juo remesal
1639,juo salcedo
1640,juo segarra
1641,juo fernandes
1642,jurado8 u ytem
1643,juridizione onniun
1644,jusgo baldra
1645,jussa juo saluador
1646,justiciamarcos soto
1647,justina 481 rreales
1648,justina modo
1649,justina santa gadea
1650,justisiasebastian cardenaslas
1651,l alferez
1652,labar biejayten
1653,lansa madera sedro
1654,laretana salzedo
1655,lasaro pantoxa
1656,lasgrandes adentroque
1657,laureana salfedo
1658,laureana salzedo
1659,laureana zalzedo
1660,lavores galanas
1661,lazaro quaresma
1662,leonardo aforado
1663,leonardo jorje
1664,leonor ecija
1665,lexitimo de
1666,licdo marquez
1667,lienso mantel
1668,lijitimo de
1669,lineas prespectibas
1670,llebando mano
1671,llebar ariba
1672,lleua caxa
1673,lodobico modeñin
1674,lopez
1675,lopez arquiteto
1676,lopez racionero
1677,lorenzo agora
1678,lorenço berdugo
1679,lorenço obiedo
1680,loyola siete
1681,lucas antegana
1682,lucia damiano ogirondo
1683,luis al vares
1684,luis basques
1685,luis dauila superior
1686,luis baldeuieso
1687,luis baldibieso
1688,luis fijeroa
1689,luis lahaya maeftro
1690,luis hordoñes
1691,luisa alfe
1692,luisa mirana ogirondo
1693,luisa hordoñes
1694,luisa ordoñes quisieredes
1695,luisa ordoñes vra
1696,luissa hordoñes
1697,luys auila
1698,luys figueroa
1699,luys medina
1700,luys montaluan
1701,luys peña
1702,luys peñaloza
1703,luys soria
1704,luys ualdeuieso
1705,luys vargas bordadores
1706,luys villafranca
1707,luys fernandes
1708,luys gonçales
1709,luys hernandes
1710,luys hernandez
1711,luys ortiz
1712,luysa hordones
1713,luysa hordoñes
1714,luysa hordoñez
1715,luysa ordoñes
1716,luysa ordoñez
1717,luzia chaues
1718,luzia sandobal
1719,ma gutierre
1720,madalena uzeda
1721,maese pedro canpaña
1722,maese francisco las recebir
1723,maese pedro canpania
1724,maestre dancart
1725,maestre graviel
1726,magd puco
1727,magdalena uzeda
1728,malgarida ruben
1729,malizia ponen maqula
1730,mandaua y mdo
1731,manco mun
1732,mandadas yten
1733,mandandome s majestad y va
1734,mandandome va
1735,manposteria ladrillo
1736,manposteria media
1737,manposteria suhan
1738,manteles alemanesca
1739,manuel belalcaçar
1740,manuel benalcaçar
1741,manuel prohenzanebes
1742,marauedis rresciui
1743,marcos legote
1744,margarita
1745,margarita nuestra señora
1746,margenquadro pinta
1747,maria loyaeta
1748,maria biuero
1749,maria bulto
1750,maria las niebes
1751,maria ybarguren
1752,maria gonsales
1753,maria muger
1754,maria y francisca
1755,mariana fe
1756,mariana fee
1757,mariana lafee
1758,mariana uera
1759,mariana señalare
1760,marmol genoua
1761,martin
1762,martin gaynça
1763,martin tizapu
1764,martin vrisa
1765,martinez batioja
1766,martyn birues
1767,mateo merodio
1768,mateo nuñes
1769,mateo nuñes saabedra
1770,mateo zersen nasion
1771,matheo merodio
1772,matia cruz
1773,matrimonioalonso cano
1774,matyas cruz
1775,mañana faxardo
1776,mdo los pes
1777,mdo leais
1778,medel 
1779,melchor turin
1780,melchor ximenes alferez
1781,mencia roxas
1782,mensulas molduras
1783,menzia sanches burgos
1784,merced andres obiedo
1785,mercedjuan oviedo
1786,mercedjuo cauello
1787,mercedjuo rio zelaya
1788,meti monja
1789,micaela cuatro ducados
1790,mienbro cornisa
1791,miguel basques
1792,miguel cid mill e quinientos rreales
1793,miguel fumarraga
1794,miguel gaynga
1795,miguel gaynça
1796,miguel loxa
1797,miguel ogirondo
1798,miguel oxirondo
1799,miguel sumarraga
1800,miguel sylos
1801,miguel xeres reziuiendo
1802,miguel desquina
1803,miguel geronimo las bendiese
1804,miguel gonsales
1805,miguel guelles behedores
1806,miguel nuñes
1807,miguel rroxano
1808,miraflores los angeles
1809,mi yten
1810,miçer luys
1811,mueftren hendedura
1812,muncho primor
1813,myranda hebro
1814,nacion berberisca
1815,nauidad primera
1816,nibel
1817,nicolao griego
1818,nicolao rribero
1819,nicolas dysasti
1820,niculao leon
1821,niculao jurate
1822,niculas bergara
1823,niculas monteguerren
1824,niculas rruiz
1825,nieues ciquta mrs
1826,nobe seisos
1827,nombrebenuenuto tortillo
1828,nonbre sedo
1829,nonbro unibersal
1830,notizia jasinto pimentel
1831,nuebo señor san antonio
1832,nuebo el rostro
1833,nuebo el pretil
1834,nuebo bobeda
1835,nuebo reja
1836,nuebo mandamiento
1837,nueftra cofta
1838,obligandome nueuo
1839,ojas fruteros y tarjas
1840,omingo gonçales
1841,omniun santorum
1842,onesto ademan
1843,oniun santorun
1844,orlas vnas letras goticas
1845,ortega doze ducados
1846,ouiedo gaspar nuñes-delgado
1847,pablo legot y chancelo
1848,pablo legotte
1849,pablos legod
1850,pablos legotte
1851,parecera iten
1852,parecio antonio gonsales
1853,paresio lasaro martin
1854,pater nosters
1855,paublo legot
1856,paublo legote
1857,paublo legotte
1858,paulo legote
1859,paulo ueronese
1860,paulos legote
1861,pedaso renglon
1862,pedra billegas
1863,pedro 
1864,pedro alonso leo rregidor
1865,pedro brabo
1866,pedro canpaña
1867,pedro corneue
1868,pedro cangastineo
1869,pedro canpania
1870,pedro canprovin
1871,pedro birgen
1872,pedro cueua
1873,pedro farxa
1874,pedro queba
1875,pedro las cueuas
1876,pedro musques
1877,pedro rrobres
1878,pedro silba
1879,pedro uorja
1880,pedro xpis
1881,pedro dias ynostrosa
1882,pedro dias ynostrossa
1883,pedro dias ynosttosa
1884,pedro minochi
1885,pedro poblete
1886,pedro questaua
1887,pedro rrojero
1888,pedro xpi
1889,pedro zumel
1890,phelix gonzalez
1891,pinos gruessos
1892,platear plata bruñida
1893,podades rescebir
1894,polimento abriendoles
1895,predro marmolexo
1896,presio de
1897,presio mill y quatrocientos rreales
1898,presio quatrocientos reales
1899,proueio mdo
1900,pyntores vesinos
1901,qualesquier juezes
1902,qualesquieres jueses y justisias
1903,quarto nuebo
1904,quintanilla alferez
1905,quiteria sanchez
1906,rason de trese reales
1907,rason hechura
1908,rason qual
1909,reboque cal
1910,reboque cal blanca
1911,recebi de
1912,reciuo de
1913,reglones 
1914,retablo san
1915,reyna
1916,rodrigo argumedo
1917,rodrygo aluares
1918,roque balduz
1919,rosas y flores
1920,rregistrobartolome escotto
1921,rremate subira
1922,rrequiere 
1923,rreszibo syete ducados
1924,rriuerra enriquez birrey
1925,rrodrigo abrego
1926,rrodrigo nabarro
1927,rroque basques
1928,rroque valduque
1929,rruego abeis
1930,rubricado-diego velasquez silva
1931,rubricado-diego zuloaga
1932,rubricado-gabriel ortiz
1933,rubricado-juan uzeda
1934,rubricado-miguel burgos
1935,rubricado-sebastian alarcon
1936,rubricado-alonso molina
1937,rubricado-antonio garcia
1938,rubricado-bernardo messa
1939,rubricado-bias martin silvestre
1940,rubricado-diego barcena
1941,rubricado-diego salcedo
1942,rubricado-diego çuleta
1943,rubricado-diego flores
1944,rubricado-diego gomez
1945,rubricado-francisco vargas
1946,rubricado-francisco carpio
1947,rubricado-francisco fernandez llera
1948,rubricado-francisco pacheco
1949,rubricado-geronimo lara
1950,rubricado-juan farfan
1951,rubricado-juan martinez
1952,rubricado-lucas garcia
1953,rubricado-luis ortiz
1954,rubricado-miguel guelles
1955,rubricadodiego rrodriguez
1956,rubricadofrancisco galiano
1957,rubricadofray antonio ssoria
1958,rubricadodiego salcedo
1959,rubricadofrancisco pacheco
1960,rubricadoambrosio diez escribano
1961,rubricadobalencian martin
1962,rubricadofrancisco pacheco
1963,rubricadojuan farfan
1964,rubricadojuan morales
1965,rubricadojuan oviedo
1966,rubricadomateo diaz escribano publico
1967,rubricadopedro diaz escribano
1968,rubricadopedro carpio
1969,rubricadodiego lopez
1970,rubricadogaspar leon
1971,rubricadojuan moreno
1972,rubricadoroque abley
1973,rubricado—ckristobal francisco cueba
1974,rubricado—francisco alfaro
1975,rubricado—martin femandez pimentel
1976,rucricado-pedro carpio
1977,rufina gilberto
1978,rufina gilberto monja
1979,sacandoles las alviras
1980,salbador canpos
1981,salbador ocanpo
1982,salbadora suares
1983,saluador ocanpo
1984,san jorje
1985,saque liviandali
1986,sasonar tierra
1987,saueis pudiendolo
1988,sauer soror
1989,savastian esclauos
1990,sedro carey
1991,seguirian quitalle
1992,segundas nupcias
1993,segundas nupcias f soto
1994,serbicio dios
1995,servando serbantes
1996,seuastian gonzales
1997,seuillaalonso vargas
1998,sevillapedro fernandes
1999,señoresbienvenuto tortillo
2000,señoresfernan ruys
2001,sierta demafia
2002,siguienteen seuilla
2003,simon sirineo
2004,solares de
2005,supradiego sanchez arieta
2006,syes ymagines
2007,tabernaculo san bicente
2008,taybique sensillo
2009,teftimoniocriftoual xuares
2010,teresa gesus
2011,theresa çuñiga
2012,theresa çuñiga y saavedra
2013,thereza coronado
2014,thomafina montañes
2015,tobias de
2016,tomas silba
2017,tomas sylba
2018,tonio bega
2019,trenidad rreligioso
2020,tumulo calles
2021,uan obiedo
2022,uecino seuilla
2023,uniberfal uezina
2024,urfula rribera
2025,uviere i supiere
2026,vizente hernandes
2027,vuena ohra
2028,vysta oficyales
2029,ximon truxillo
2030,ximon rrodrigues
2031,xoobal martin gutierres
2032,xpbal herrera
2033,xpistobal ruys
2034,xpobal rodriguez calbo
2035,xpobal alcantara roxas
2036,xpobal bela
2037,xpobal caperucci
2038,xpobal clauijo
2039,xpobal guadis
2040,xpobal roxas
2041,xpobal araqui
2042,xpobal artiaga
2043,xpobal ayala
2044,xpobal cardenas
2045,xpobal contreras
2046,xpobal las casas
2047,xpobal llanos
2048,xpobal morales
2049,xpobal ortega
2050,xpobal rrojas
2051,xpobal salcedo
2052,xpobal sausedo
2053,xpobal trugillo
2054,xpobal baño
2055,xpobal franco
2056,xpobal gallegos
2057,xpobal gomez
2058,xpobal gutierrez
2059,xpobal martin
2060,xpobal martin gutieres
2061,xpobal martin gutierres
2062,xpobal nuñes
2063,xpobal ortis
2064,xpobal ortiz
2065,xpobal rrodriguez gaitan
2066,xpobal sanches zorrilla
2067,xponal yepes
2068,xpoual ramires
2069,xpoual ribera
2070,xpoual arguello
2071,xpoual cardenas
2072,xpoual colmenares
2073,xpoual gallegos
2074,xpoual lara
2075,xpoual las casas
2076,xpoual medina
2077,xpoual ortega
2078,xpoual padilla
2079,xpoual peñalosa
2080,xpoual sauzedo
2081,xpoual trugillo
2082,xpoual baño
2083,xpoual gomes
2084,xpoual gomes sarauia
2085,xpoual gomes uviere
2086,xpoual hortiz
2087,xpoual martines abendaño
2088,xpoual ortiz
2089,xpoual ramirez
2090,xpoual sanches
2091,xpoual sanchez
2092,xpoval ramires
2093,xpoval cuello
2094,xpoval cardenas
2095,xpoval colmenares
2096,xpoval los rios
2097,xpoval ortega
2098,xpoval padilla
2099,xpoval pineda
2100,xpoval gomez
2101,xpoval martin
2102,xpoval montaño
2103,xpoval muñoz
2104,xpoval nuñes frayle profefo
2105,xpoval ortiz
2106,xpoval rramires
2107,xpoval rrodrigues orihuela
2108,xpoval solis farfan
2109,xptobal lara
2110,xptobal molina
2111,xptobal çalcedo
2112,xptobal giron
2113,xptobal martin gutierres
2114,xptobal ortis
2115,xptobal ortiz
2116,xptobal roque
2117,xptoual guadis
2118,xptoual ortis
2119,xpual herrera
2120,xrispobal bela
2121,yaques bauchel
2122,yaques berbuet
2123,yfauel osorio
2124,yfauel manzanedo
2125,yfauel mançanedo
2126,ygnacio ortis angel
2127,ymagineria biuda
2128,ymagineria otrosi
2129,ynacio peres
2130,ynacio perez
2131,ynacio yañes
2132,ynacio yañez
2133,ynes alaras
2134,ynes saldaria
2135,ynstancia buestra
2136,ynstanzia mia lleua
2137,ysabel basques
2138,ysabel bazquez
2139,ysabel alaras
2140,ysabel alaraz
2141,ysabel alcaçar
2142,ysabel baldes
2143,ysabel barraza
2144,ysabel billegas
2145,ysabel cueba
2146,ysabel queba
2147,ysabel los angeles
2148,ysabel oforio
2149,ysabel rribera
2150,ysabel sandoual
2151,ysabel sylba
2152,ysabel ualdes
2153,ysabel enrriquez
2154,ysabel india horra
2155,ysabel rrodriguez hermoso vezina
2156,ysabel rruis
2157,ysabel ruys
2158,ysauel cauallero
2159,ysauel presentacion
2160,ysauel cruz
2161,ysauel los angeles
2162,ysauel granillo billabicencio
2163,ysauel oforio
2164,yuso scriptos
2165,yñigo ayala
2166,yñigo lizazañana
2167,yñigo jarafi
2168,zierre el arco
2169,el noticiero sevillano
2170, acetamos
2171, carvajal
2172, nombro
2173, bartolome ximenes
2174, geronimo morzillo
2175,çamora
2176,çumarraga maesos
